Expt.,SLN
-3.546,C[1](=C(C(=C(C(=C@1Cl)OH)OH)Cl)Cl)Cl
-4.357,C[1]C(=C(CH=CHC=@1N[+1](O[-1])=O)OCH3)CH=CHCH=CH@1
-3.397,N[+1](OCH2CH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-4.723,C[1]C[2]=C(CH2C=@1CH=C(CH=CH@1)N[+1](O[-1])=O)CH=CHCH=CH@2
-4.02,C[1](=C(C(=C(C(=C@1OH)Cl)Cl)Cl)Cl)OCH3
-4.143,N[+1](OCH2CH2CH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-5.239,C[1](=C(C(=C(C(=C@1Cl)Cl)Cl)Cl)OCH3)OCH3
-2.256,N[1](C(NHC(C(=CH@1)CH3)=O)=O)CH2C[18]=CHCH=CHCH=CH@18
-3.758,C[1](=C(C(OCH2CH=CH2)=O)CH=CHCH=CH@1)C(OCH2CH=CH2)=O
-3.921,C[1](=CHC(=C(C(=CH@1)CH3)SCH3)CH3)OC(NHCH3)=O
-4.057,C[1]=C(C(NHC(NH@1)=O)=O)NHC(C(NH@1)=O)=O
-3.164,C[1]C(=C(N[+1](O[-1])=O)CH=CHC=@1C(OH)=O)CH=CHCH=N@1
-5.808,C[1](=C(C(OCH2CH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH2CH3)=O
-4.297,C[1](=C(CH=C(CH=CH@1)OP(OCH3)(OCH3)=S)CH3)N[+1](O[-1])=O
-7.361,C[1](=C(C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-4.522,C[1](C(OP(OCH3)(OCH3)=O)=[S=I]CHCl)=C(CH=C(C(=CH@1)Cl)Cl)Cl
-0.554,N[1](CH(CH2N(CH(CH2@1)CH3)C(=O)NH2)CH3)C(OCH2CH3)=O
-4.959,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OC[17]=CHCH=CHCH=CH@17)(OC[29]=CHCH=CHCH=CH@29)=O
-3.216,C[1]C(=C[3]C(=CHC=@1CH=CHC(O@1)=O)CH=CHO@3)OH
-3.047,C[1]H(C[3]=CHCH=C(CH=CH@3)Br)CH(C(C(O@1)=O)=O)Br
-3.343,C[1](C(NHC(S@1)=S)=O)=[S=I]CHC[11]=CHC(=C(CH=CH@11)OH)OH
-2.167,C(N[2]C(CH2CH2CH2CH2CH2@2)=O)(C[20]=CHCH=CHCH=CH@20)=O
-1.474,C[1](=C(C(OH)=O)CH=CHCH=CH@1)N[+1](O[-1])=O
-2.968,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)C(OH)=O
-1.95,C[1](=C(C(OCH3)=O)CH=CHCH=CH@1)C(OCH3)=O
-2.774,N[+1](OCH2CH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-3.035,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-2.375,C[1](=C(C(OCH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH3)=O
-4.28,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH3)=O
-1.545,C[1](C(N(C(NHC@1=O)=O)CH3)=O)(CH2CH=[S=N]CHCH3)CH3
-5.11,C[1](CH(C[4]HCH(CH2CH2@1)C[14]=C(CH2CH2@4)CH=C(CH=CH@14)OH)CH2CH2C@1=O)CH3
-4.118,C[1](C[2]HCH(C[6]HC(CH2CH2@2)(CH(CH2CH2@6)OH)CH3)CH2CH2C@1=CHC(CH2CH2@1)=O)CH3
-2.059,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OCH2CH3)(OCH2CH3)=O
-4.422,C[1](CH(C[4]HCH(CH2CH2@1)C[14](C(CH2CH2@4)=CHC(CH2CH2@14)=O)CH3)CH2CH2CH@1C(=O)CH3)CH3
-0.602,C[1]=C(CH=CHC(=CH@1)C(NHNH2)=O)OCH2O@1
-2.616,C[1]=C(CH(OC@1=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-3.855,C[1]=C(N=C(NHC@1=O)NH2)N=CHC(NH@1)=O
-1.407,C[1]C(CH2CH(C(OH)=O)NH2)=NNHC=@1CH=CHCH=CH@1
-4.001,C[1]=C(C(=CHC(O@1)=O)CH3)CH=CHC(=CH@1)N(CH2CH3)CH2CH3
-2.707,C[1]=C(S(OH)(=O)=O)CH=CHC(=C@1CH=CHCH=N@1)NH2
-2.5,C[1](=C(C[3]=C(CH=CH@1)N=CHCH=CH@3)NH2)S(OH)(=O)=O
-1.562,C[1](=C(C(=CHCH=C@1Cl)OCH3)OH)OCH3
-1.641,C[1](C(OCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
-4.272,C[1]=C(C(=CHCH=C@1CH=CHCH=CH@1)CH3)N[+1](O[-1])=O
-1.473,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH3
-3.6,C[1]C(=C[3]C(=CHC=@1OC(CH=CH@1)=O)OCH=CH@3)OCH3
-1.694,C[1](S(N=[S=I]C[4]NHCH=CHCH2@4)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.52,C[1]C(=C[3]C(=CHC=@1CH=CHC(O@1)=O)CH=CHO@3)OCH3
-4.001,C[1]=C(N(C(CH=C@1CH3)=O)OH)CH=CHC[19]=C@1CH=CHCH=CH@19
-2.237,C[1](C(OCH2C(NHCH2CH3)=O)=O)=CHCH=CHCH=CH@1
-3.856,C[1](C[2]=CHCH=CHCH=CH@2)=CHC(=C(CH=CH@1)N[+1](O[-1])=O)OH
-3.934,C(N(CH2CH3)CH2CH3)(SCH2C[21]=CHCH=C(CH=CH@21)Cl)=O
-2.071,C[1](C(OCH2C(N(CH2CH3)CH2CH3)=O)=O)=CHCH=CHCH=CH@1
-2.684,C[1](CH2OC(SCH2C(OH)=O)=S)=CHCH=CHCH=CH@1
-3.319,S(C[2]=C(CH=CHCH=CH@2)OH)(C[14]=C(CH=CHCH=CH@14)OH)(=O)=O
-5.723,CH(ON[+1](O[-1])=O)(CH2ON[+1](O[-1])=O)CH2CH2CH2CH2CH2CH2CH2CH3
-3.307,C[1](C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2)N(C(C[20]=CHCH=CHCH=CH@20)=O)OH
-2.528,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH3)CH2CH2CH3
-2.215,C[1]=C(N=C(NHC@1=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-3.486,C[1](=C(C(OCH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH3)=O
-2.55,C[1]=C(CH(OC@1=O)CH2CH3)CH=CHC(=CH@1)N[+1](O[-1])=O
-2.39,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH2CH3)CH3)CH2CH3
-2.352,C[1](CH2OC(NHCH2C(NHCH2C(=O)NH2)=O)=O)=CHCH=CHCH=CH@1
-5.266,C[1](=C(CH=CHC(=CH@1)OCH3)OCH2CH2CH2CH2CH2CH2CH(C(CH2CH3)=O)C(CH2CH3)=O)Cl
-1.672,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH3
-2.458,C[1](C[2]=CHCH=CHCH=CH@2)(C(NHC(NHC@1=O)=O)=O)CH3
-2.119,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH(CH3)CH3)CH2CH=CH2
-1.517,C[1]C(=C(CH=CHC=@1NHC(=O)CH3)OCH2CH3)N=CHCH=CH@1
-1.345,C[1](=C(C(=NCH=C@1C(OH)=O)CH3)C(=O)CH3)C(OH)=O
-1.728,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)SCH=CHN=@1
-2.384,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)NHC(NHC@1=O)=O
-1.908,N[1](C(C(=C(N@1CH3)CH3)CH(CH3)CH3)=O)C[25]=CHCH=CHCH=CH@25
-3.824,C[1]C(=CHCH=C(CH=@1)N[+1](O[-1])=O)CH=CHCH=CH@1
-2.297,C[1](C(C(=[S=N]NOH)CH3)=[S=I]NOH)=CHCH=CHCH=CH@1
-1.19,C[1](=C(CH=CHCH=CH@1)CH3)OCH2CH(CH2OH)OH
-0.729,C[1](=C(CH=CHCH=CH@1)OCH3)OCH2CH(CH2OH)OH
-1.018,C[1](=CHC(=CHCH=CH@1)OCH2CH2OH)OCH2CH2OH
-2.966,C[1](=C(CH=CHC(=CH@1)C(OH)=O)Br)N[+1](O[-1])=O
-2.825,CH2(C(=[S=N]NCH2CH2N=[S=I]C(CH2C(=O)CH3)CH3)CH3)C(=O)CH3
-1.939,C[1](C(NHOH)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-2.531,C[1](=C(CH(CH2CH3)CH3)CH=CHCH=CH@1)OC(NHCH3)=O
-2.869,C(C[2]=CHCH=C(CH=CH@2)N[+1](O[-1])=O)(N(OH)CH3)=O
-5.699,C[1](C(CH=[S=I]CHC[7]=CHCH=C(CH=CH@7)OCH3)=O)=C(CH=CHCH=CH@1)OH
-2.283,C[1](C(NHOCH3)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-1.515,N[1](C(=CHC(=N@1)OC[8]=NC(=CHC(=N@8)CH3)CH3)CH3)CH3
-1.879,C[1](CH2OC(NHCH2C(=O)NH2)=O)=CHCH=CHCH=CH@1
-4.737,C[1](=C(C(OCH2CH(CH3)CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH3)CH3)=O
-5.094,C[1]=C(NHCH=C@1CH2CH2NHC(=O)CH3)CH=CHC(=CH@1)OCH3
-2.962,C[1](=C(CH=C(C(=CH@1)Cl)Cl)Cl)OCH2C(OH)=O
-6.539,CH(C[3]=CHCH=C(CH=CH@3)OCH3)(C[18]=CHCH=C(CH=CH@18)OCH3)C(Cl)(Cl)Cl
-4.084,P(OC[3]=CHCH=C(CH=CH@3)N[+1](O[-1])=O)(OCH2CH3)(OCH2CH3)=S
-2.68,C[1](C[2](C(CH2CH2CH@1C[12]HC(CH2CH2@1)(C(CH2CH2@12)=O)CH3)=CHC(CH2CH2@2)=O)CH3)OH
-5.669,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2C[32]=CHCH=CHCH=CH@32)=O
-1.592,C[1](C(NHN=[S=N]C(CH2CH2C(OH)=O)CH3)=O)=CHCH=NCH=CH@1
-2.31,C[1](=C(CH=C(CH=CH@1)Cl)CH3)NHC(=O)CH3
-3.081,C[1](NHC(C[5]=CHN=CHCH=CH@5)=O)=CHCH=C(CH=CH@1)C(OH)=O
-3.383,C(C[2]=CHN=CHCH=CH@2)(NHC(NHC[17]=CHCH=CHCH=CH@17)=O)=O
-2.172,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH2CH3)CH2CH=CH2
-2.313,C[1](C(NHC(NHC@1=O)=O)=O)(C(=[S=I]CHCH2CH3)CH3)CH2CH3
-2.622,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH(CH3)CH3)CH2CH2OH
-0.766,C[1](C(NHC(NHC@1=O)=O)=O)(CH2C(=O)CH3)CH2CH3
-3.159,C[1](=C(CH=C(CH=CH@1)N[+1](O[-1])=O)NH2)OCH2CH2CH3
-2.061,S(C[2]HCH2CH2CH2CH2CH2@2)(C[19]HCH2CH2CH2CH2CH2@19)(=O)=O
-1.605,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2OH)CH2CH2CH3
-1.455,C[1]C(=CHC(=CHCH=@1)OCH3)CH=CHC(=CH@1)CH2CH2C(=O)CH3
-0.762,C(NHC(C[5]=CHCH=CHCH=CH@5)=O)(C(OH)=O)(CH3)CH3
-1.579,C[1](=C(CH=CHC(=CH@1)C(OH)=O)F)N[+1](O[-1])=O
-3.484,C[1]=C(C(=CHC(=C@1OCH3)OCH3)C#N)CH2OC@1=O
-3.112,C[1](=C(CH=CHC(=CH@1)C(OH)=O)OCH3)C(OH)=O
-1.987,C[1](=C(CH=CHC(=CH@1)C(OH)=O)C(OH)=O)OCH3
-2.334,CH(C[3]=CHCH=CHCH=CH@3)(C[14]=CHCH=CHCH=CH@14)C(C(OH)=O)=O
-2.664,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH2CH(CH3)CH3)CH2CH3
-3.481,C[1]=C(C(CH2CH2C(OH)=O)=O)CH=CHCH=C@1CH=CHCH=CH@1
-2.014,C[1](=C(N[+1](O[-1])=O)CH=CHCH=CH@1)OCH2C(OH)=O
-4.127,S(C[2]=CHCH=C(CH=CH@2)Cl)(C[13]=CHCH=C(CH=CH@13)NH2)(=O)=O
-2.731,C[1](C(C[3]=CHCH=C(CH=CH@3)OH)=O)=C(C(OH)=O)CH=CHCH=CH@1
-2.401,C[1](C(OCH2C(NHC(=O)CH3)=O)=O)=CHCH=CHCH=CH@1
-1.966,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=O)NH2)(=O)=O
-1.185,C(C(OCH2CH3)=O)(NHC(C[15]=CHCH=CHCH=CH@15)=O)(CH3)CH3
-2.668,C[1](=CHCH=C(CH=CH@1)NHC(=O)CH3)OC(OCH2CH3)=O
-0.745,C[1](C[2]=C(CH=C(C(=CH@2)OH)OH)CH2CH2NH@1)(C(OH)=O)CH3
-1.914,C(N[2]C(C[4]=C(C@2=O)CH=CHCH=CH@4)=O)(C(OH)=O)(CH2CH3)CH3
-4.398,S(C[2]SC[4]=C(N=@2)CH=CHC(=CH@4)OCH2CH3)(=O)(=O)NH2
-3.53,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=C(CH=CHCH=CH@1)I
-2.528,S(C[2]=CHCH=C(CH=CH@2)S(=O)(=O)NH2)(=O)(=O)NH2
-1.388,CH(CH(C[5]=CHCH=CHCH=CH@5)OH)(C[18]=CHCH=C(CH=CH@18)OCH3)OH
-3.222,C[1](C(OCH2CH(C(OH)=O)NHC(=O)CH3)=O)=CHCH=CHCH=CH@1
-1.096,C[1](CH2CH(C(NHCH2C(OH)=O)=O)NH2)=CHCH=C(CH=CH@1)OH
-0.893,C[1]H(C(N(C(NH@1)=O)CH3)=O)CH2C[17]=CHCH=C(CH=CH@17)OCH3
-2.832,CH(OC[4]=C(CH=CHCH=CH@4)Cl)(OC[16]=C(CH=CHCH=CH@16)Cl)C(OH)=O
-5.906,C[1](=C(CH=CHC(=CH@1)OC[11]=C(CH=C(CH=CH@11)Cl)Cl)N[+1](O[-1])=O)OCH3
-0.729,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)C(OCH2CH3)=O
-1.788,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)C(NHCH2CH3)=S
-6.543,C[1](C(NHC(NHC[8]=CHCH=C(CH=CH@8)Cl)=O)=O)=C(CH=CHCH=C@1F)F
-0.46,C[1]H(C(NHC(NHC@1=O)=O)=O)NHC(NHCH3)=S
-3.741,C[1]H(C[3]=C(C[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@3)CH2OC(NHCH(C(OH)=O)CH2CH(CH3)CH3)=O
-2.517,C[1](S(NHC(=O)CH3)(=O)=O)=CHCH=C(CH=CH@1)NHC(C[25]=C(C(OH)=O)CH=CHCH=CH@25)=O
-3.656,C[1]C(OC(C=@1CH=C(CH=CH@1)N[+1](O[-1])=O)=O)(CH2CH3)CH2CH3
-2.416,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)OCH3
-4.156,C(C(NHOH)=O)(CH2CH2CH2CH3)(CH2CH2CH2CH3)CH2CH2CH2CH3
-3.049,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)N(CH3)CH3
-2.14,C[1](=C(C(OH)=O)CH=CHCH=C@1OCH3)OCH3
-0.843,S(C[2]=CHCH=C(CH=CH@2)NHOH)(=O)(=O)NH2
-0.466,C[1]C[2]=C(OC=@1CH=CHC(=CH@1)S(OH)(=O)=O)CH=CHCH=CH@2
-2.727,N(C(C[3]=CHCH=CHCH=CH@3)=O)(C[15]=CHCH=CHCH=CH@15)OH
-1.407,CH(C(OH)=O)(CH2C[10]=CHCH=CHCH=CH@10)NHC(=O)CH3
-3.502,C[1](NHC(N(CH3)CH3)=O)=CHCH=C(CH=CH@1)CH(CH3)CH3
-0.397,C[1](=C(CH=CHC(=CH@1)C(OH)=O)C(OH)=O)C(OH)=O
-0.744,C[1](=C(CH=CHC(=CH@1)NHC(N(CH3)CH3)=O)Cl)Cl
-1.468,C[1](=C(CH=CHC(=CH@1)CH2CH(C(OH)=O)NH2)OH)OH
-1.86,CH(C(OCH2CH3)=O)(CH2C[16]=CHCH=CHCH=CH@16)NHC(=O)CH3
-1.784,C[1](=C(CH=CHCH=C@1CH3)CH3)NHC(CH2N(CH2CH3)CH2CH3)=O
-3.474,C(C[2]=CHC(CH(C(OH)=O)CH3)=CHCH=CH@2)(C[22]=CHCH=CHCH=CH@22)=O
-5.275,C[1]=C(C(=CHC(O@1)=O)CH3)CH=C[15]C(=C@1CH3)OC(=CH@15)CH3
-3.57,C[1]=C(OCH(C(N(CH2CH3)CH2CH3)=O)CH3)CH=CHCH=C@1CH=CHCH=CH@1
-2.97,C[1](S(NHC[5]N=CHCH=CHCH=@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.332,CH(NHC(C[6]=CHCH=CHCH=CH@6)=O)(CH2C[21]=CHCH=C(CH=CH@21)OH)C(OCH2CH3)=O
-0.932,S(C[2]=CHCH=C(CH=CH@2)CH3)(NHCH(C(OH)=O)CH2CH2C(OH)=O)(=O)=O
-1.907,C[1](CH(CH(NHC(CH(Cl)Cl)=O)CH2OH)OH)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-2.312,N[1](CH2C(N(CH2CH3)CH2CH3)=O)CH=C(C(C(=CH@1)Br)=O)Br
-3.177,N[1](CH2C(N(CH2CH3)CH2CH3)=O)CH=C(C(C(=CH@1)I)=O)I
-2.199,C[1]=C(S(OH)(=O)=O)CH=C(C(=C@1N=CHCH=CH@1)OH)I
-2.357,C[1](C(NHC(NHC@1=O)=O)=O)(CH(CH2CH2CH3)CH3)CH2CH=CH2
-3.345,C(C(NHOH)=O)(CH2CH(CH2CH2CH2CH3)CH2CH3)(CH2CH3)CH2CH3
-5.222,C(C(NHOH)=O)(CH2CH2CH2CH2CH2CH2CH2CH3)(CH2CH3)CH2CH3
-4,C(C(NHOH)=O)(CH2CH(CH3)CH3)(CH2CH(CH3)CH3)CH2CH(CH3)CH3
-2.824,C(C(NHOH)=O)(CH2CH2CH2CH2CH2CH3)(CH2CH2CH3)CH2CH2CH3
-4.796,C(C(NHOH)=O)(CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)(CH3)CH3
-1.157,C[1](=C(CH=CHCH=CH@1)OH)C(OCH2CH2OH)=O
-1.783,C[1](=CHC(=C(CH=CH@1)OH)OCH3)C(CH2OH)=O
-2.169,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2CH2CH3)CH2CH2OH
-2.925,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]CH=C(ON=@17)CH3)(=O)=O
-0.679,C[1](C(N(C(CH2@1)=O)C[9]=CHCH=CHCH=CH@9)=O)(CH2C(OH)=O)OH
-3.346,C(CH2C[5]=CHCH=C(CH=CH@5)CH3)(C(NHOH)=O)(CH2CH3)CH2CH3
0.487,C[1](C(N(CH3)CH3)=O)=CHC(C(N(CH3)CH3)=O)=CHCH=CH@1
-0.912,C[1](C(NHCH(C(OH)=O)CH2OH)=O)=CHCH=CHCH=CH@1
-3.006,C[1](C(C[3]=CHCH=C(CH=CH@3)Br)=O)=C(C(OH)=O)CH=CHCH=CH@1
-1.766,C[1](C(NHC(NHCH=@1)=O)=O)NHS(OH)(=O)=O
-2.886,C(C[2]=CHCH=CHCH=CH@2)(C(NHOH)=O)(CH2CH2CH3)CH2CH2CH3
-3.523,C[1](CH2C(C(NHOH)=O)(CH3)CH3)=C(CH=C(CH=C@1CH3)CH3)CH3
-3.229,N(C(SCH2C[7]=CHCH=CHCH=CH@7)=S)(CH2C(OH)=O)CH3
-2.693,C[1](C(N(N(C@1=O)CH3)C[11]=CHCH=CHCH=CH@11)=O)(CH2CH3)CH2CH3
-3.117,C[1](=C(CH=CHC(=CH@1)OCH3)OCH3)N[+1](O[-1])=O
-3.819,C[1](=C(C(OCH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH3)=O
-8.559,C[1](=C(C(OCH2CH2CH2CH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH2CH2CH2CH2CH2CH3)=O
-6.369,C[1](CH(C[4]HCH(CH(CH2@1)OH)C[15](C(CH(CH2@4)CH3)=CHC(CH=CH@15)=O)CH3)CH2CH2C@1(C(CH2OH)=O)OH)CH3
-2.224,CH(CH2NHCH2CH2CH2CH2CH2CH2CH2CH3)(CH2OH)OH
-2.639,CH(CH2NHCH2CH2CH2CH2CH2CH2CH2CH2CH3)(CH2OH)OH
-3.109,CH(CH2NHCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)(CH2OH)OH
-0.962,C[1](CH(CH2NHCH3)OH)=CHC(=C(CH=CH@1)OH)OH
-1.615,C(NHC(C[5]=CHCH=CHCH=CH@5)=O)(C(=O)NH2)(CH3)CH3
0.508,C[1](=C(C(N(CH3)CH3)=O)CH=CHCH=CH@1)C(N(CH3)CH3)=O
-5.059,C[1](C[2]=CHCH=CHCH=CH@2)=CHCH=C(CH=CH@1)C(CH2CH2C(OH)=O)=O
-3.405,C[1](=C(C(OCH2CH3)=O)CH=CHCH=CH@1)C(C[22]=CHCH=CHCH=CH@22)=O
-2.557,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2CH(CH3)CH3)CH2CH2OH
-2.375,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH2CH2CH2CH3)CH2CH2OH
-1.791,C[1]H(N(C(NHC@1=O)=O)CH2C(OH)=O)CH2C[20]=CHCH=CHCH=CH@20
0.266,C(C[2]=CHCH=C(CH=CH@2)C(N(CH3)CH3)=O)(N(CH3)CH3)=O
-4.489,C[1](=C(NHS(=O)(=O)CH3)CH=CHC(=CH@1)N[+1](O[-1])=O)OC[23]=CHCH=CHCH=CH@23
-2.868,C[1](S(NHC[5]SCH=NN=@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-2.873,C[1](=C(C(=C(CH=C@1OH)Cl)Cl)Cl)OCH3
-0.367,C[1](C(NHC(NH@1)=O)(NHC(=O)NH2)OH)(C(OH)=O)OH
-3.085,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH(CH2CH2CH3)CH3)CH2CH2OH
-3.143,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH(CH2CH3)CH2CH3)CH2CH2OH
-0.644,C[1](S(NHC[5]=NC(=CHCH=N@5)CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-1.811,C[1](S(NHC[5]=CHN=C(CH=CH@5)I)(=O)=O)=CHCH=C(CH=CH@1)NH2
-1.522,N[1](C(C(=C(N@1CH3)CH3)NHC(=O)NH2)=O)C[22]=CHCH=CHCH=CH@22
-3.998,C[1](CH(C[4]HCH(CH2CH2@1)C[14]=C(CH2CH2@4)CH=C(CH=CH@14)OH)CH2CH(CH@1OH)OH)CH3
-2.788,C[1](C[2]HCH(C[6]HC(CH2CH2@2)(C(CH2CH2@6)=O)CH3)CH2CH2C@1=CHC(CH=CH@1)=O)CH3
-3.658,C[1](=C(C(=CHC(=C@1Cl)Cl)OCH3)OH)Cl
-2.911,C[1](C(N(C(NHC@1=O)=O)CH3)=O)(C[15]CH2CH2CH2CH2CH=@15)CH3
-2.102,C[1](=C(CH=CHCH=CH@1)Cl)OCH(C(OH)=O)C(=O)CH3
-4.45,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]SC(=NN=@17)CH3)(=O)=O
-2.937,C[1]C(C(CH=CHC=@1CH=CHCH=CH@1)=O)=[S=N]NOH
-4.37,C[1](=C(C(=C(CH=C@1OCH3)Cl)Cl)Cl)OCH3
-3.159,S(C[2]SC[4]=C(N=@2)CH=CHC(=CH@4)NHC(=O)CH3)(=O)(=O)NH2
-3.903,C[1](C[2]=C(N(C[5]=C@1CH=CHCH=CH@5)CH3)CH=CHCH=CH@2)(C[27]=CHCH=CHCH=CH@27)OH
-1.48,C[1](=C(C(OH)=O)CH=CHCH=CH@1)C(OCH2CH2OH)=O
-1.545,CH(C[3]=CHCH=CHCH=CH@3)(CH2C(OH)=O)SCH2C(OH)=O
-6.001,C[1](=C(CH=CHC(=CH@1)OCH3)OH)C(CH=[S=N]CHC[22]=CHCH=CHCH=CH@22)=O
-3.001,C[1](C[2]CH2CH2CH2CH2CH2CH=@2)(C(NHC(NHC@1=O)=O)=O)CH2CH3
-2.274,C[1](S(NHC[5]=NC(=CHC(=N@5)CH3)CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-2.318,C[1](S(NHC[5]N=C(N=C(CH=@5)CH3)CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.144,C[1](S(NHC[5]=NC(=C(CH=N@5)CH3)CH3)(=O)=O)=CHCH=C(CH=CH@1)NH2
-3.165,C[1](=CHC(=C(CH=CH@1)OH)Br)C(OCH3)=O
-3.121,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]SC(=NN=@17)CH2CH3)(=O)=O
-1.644,C[1](C(NHCH(CH2CH2C(OH)=O)CH3)=O)=CHCH=CHCH=CH@1
-2.825,C[1](=C(C(OH)=O)CH=CHCH=CH@1)C(OCH2CH2OC(C[25]=C(C(OH)=O)CH=CHCH=CH@25)=O)=O
-1.883,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=C(C(=NO@17)CH3)CH3)(=O)=O
-1.74,C[1](=C(CH=C(CH=CH@1)CH3)F)NHC(=O)CH3
-1.359,C[1](=C(CH=C(CH=CH@1)F)CH3)NHC(=O)CH3
-3.209,C[1]=C(C(=CHC(=C@1OCH3)OCH3)N[+1](O[-1])=O)CH2OC@1=O
-2.873,C[1](=CHC(=C(CH=CH@1)OH)Cl)C(OCH3)=O
-3.585,C[1](N=[S=I]C(CH2C(=O)CH3)CH3)=CHCH=C(CH=CH@1)OH
-0.544,C[1](=C(CH=CHC(=CH@1)OH)OH)C(NHCH2CH2OH)=O
-3.535,C[1](C(=NN(C@1=O)C[7]=CHCH=CHCH=CH@7)OC(=O)CH3)(CH2CH3)CH2CH3
-3.851,C[1]C(=CHCH=C(CH=@1)C(CH2CH2C(OH)=O)=O)CH=CHCH=CH@1
-1.598,C[1](=CHC(=C(C(=CH@1)OH)OCH3)OH)C(OCH3)=O
-2.057,C[1]=C(S(OH)(=O)=O)C(=CHCH=C@1C(=CHCH=CH@1)OH)NH2
0.706,C[1](=C(CH=CHC(=CH@1)OH)OH)CH2C(OH)=O
-3.716,S(C[2]=CHCH=C(CH=CH@2)NHC(=O)CH3)(NHC[22]N=CHCH=CHCH=@22)(=O)=O
0.298,S(C[2]=CHC(N(CH3)CH3)=CHCH=CH@2)(OH)(=O)=O
-2.288,C[1](=C(C(OH)=O)CH=CHCH=C@1C(OH)=O)OCH3
-2.536,C[1]=C(S(OH)(=O)=O)CH=CHCH=C@1CH=CHC(=CH@1)NH2
-2.747,C[1](C[2]=C(CH=C(CH=CH@2)NH2)CH=CHCH=@1)S(OH)(=O)=O
0.009,CH(CH2C[6]=CHCH=C(CH=CH@6)OH)(C(OH)=O)NHC(=O)CH3
-2.169,S(C[2]=CHC(S(=O)(=O)NH2)=CHCH=CH@2)(=O)(=O)NH2
