#Expt.,SLN
-10.41,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(CH=C(C=@12Cl)Cl)Cl)Cl
-5.05,CH2=CHCH2CH2CH2CH2CH2CH2CH3
-4.24,CH#CCH2CH2CH2CH2CH2CH2CH3
-4.93,C[1](CH2CH2C[8:s=N]HC(=CH@1)CH2CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=N](OH)(C#CH)C[s=I]@21(CH3)CH2CH2C[s=I]H@19@8)=O
-9.16,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(CH=@12)Cl)Cl)Cl)Cl
-9.15,C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=C(CH=C(C=@12Cl)Cl)Cl)Cl
-11.59,O[1]C[2]C(C[4]C@1=C(C(=C(C=@4Cl)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-12.79,C[1]C(OC[4]C(O@1)=C(C(=C(C=@4Cl)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-10.14,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-10.13,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=C(CH=@13)Cl)Cl)Cl)Cl
-10.1,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(CH=C(C=@13Cl)Cl)Cl)Cl
-3.92,C[1](C(C(C@1(F)F)(F)F)(F)F)(F)F
-5.24,CH3CH2CH2CH2CH2CH2CH2CH3
-2.39,CH2(CH2CH2CH2CH2CH2CH2CH3)OH
-2.09,CH3CH(CH2CH2CH2CH2CH2CH3)OH
-4.44,CH2=CHCH2CH2CH2CH2CH2CH3
-3.66,CH#CCH2CH2CH2CH2CH2CH3
-3.17,CH(CH2CH2CH2CH2CH2CH2CH2CH3)=O
-5.66,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)Cl
-7.21,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-7.91,C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-7.92,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-7.43,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-7.32,C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]C(=CHCH=CHC=@12Cl)Cl
-7.05,C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl
-7.39,C[1](C(=CHC(=C(CH=@1)Cl)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-9.16,O[1]C[2]C(C[4]C@1=CHC(=C(CH=@4)Cl)Cl)=CHC(=C(C=@2Cl)Cl)Cl
-9.48,C[1]C(OC[4]C(O@1)=CHC(=CHCH=@4)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-7.44,O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHCH=@13)Cl)Cl
-7.67,O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-2.6,C(CH(Cl)Cl)(Cl)(Cl)Cl
-0.44,OHCH2C(CH2OH)(CH2OH)CH2OH
-4,C[1](C(=C(C(=C(CH=@1)CH3)CH3)CH3)CH3)CH3
-3.18,CH3CH2CH2CH2CH3
-0.6,C[1]H(CH2CH2CH2C(CH2@1)(CH3)CH(CH3)CH3)OH
-0.29,C[1]H(CH2CH2CH2CH(CH@1CH(CH3)CH3)CH3)OH
-0.24,C[1](CH2CH2CH2CH(CH2@1)CH3)(CH(CH3)CH3)OH
-2.68,CH2=CHCH2CH2CH3
-2.54,CH3CH=[S=N]CHCH2CH3
-4.64,C[1](CH=CHCH=CHCH=@1)CH2CH2CH2CH2CH3
-1.64,CH#CCH2CH2CH3
-8.79,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHC[22]CH=CHCH=C(C@15=@22)C=@1C@7=@14
-2.3,CH3CH2OC[9]=CHCH=C(NHC(CH3)=O)CH=CH@9
-5.26,C[1]HCH=CHCH=C[9]C[10]=CHCH=CHCH=C@10CH=CHC=@1@9
-0.7,CH2(CH2OC[8]CH=CHCH=CHCH=@8)OH
-2.31,O=C[2]CH(CH2CH2CH2CH3)C(N(N@2C[21]CH=CHCH=CHCH=@21)C[32]CH=CHCH=CHCH=@32)=O
-0.92,CH(CH3)(C[7]CH=CHCH=CHCH=@7)OH
-0.4,CH2(OH)C[6]CH=CHCH=CHCH=@6
-2.92,C(C[2]C(C(=O)NH2)=CHCH=CHCH=@2)(=O)NH2
-2.38,C(C[2]C(C#N)=CHCH=CHCH=@2)#N
-3.18,C[1]H=CHC(=O)CH=C[9]CH2CH2C[16:s=N]HC[18:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@18(CH3)CH2CH(OH)C[s=I]H@16C[s=N]@1@9CH3
-4.42,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=I]H(C(=O)CH3)C[s=I]@20(CH3)CH2CH2C[s=I]H@18C[s=N]@1@11CH3
-2.84,CH3CH2CH3
0.58,CH(CH2CH3)=O
0.28,C(CH2CH3)#N
-0.72,C(CH3)(=O)OCH2CH2CH3
-3.37,C[1](CH=CHCH=CHCH=@1)CH2CH2CH3
-2.67,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH2CH2CH3
-1.92,C(CH2CH2CH3)(=O)OCH2CH2CH3
-0.59,C[1]H2CH(CH3)O@1
-0.49,CH(=O)OCH2CH2CH3
-1.34,O(CH(CH3)CH3)CH2CH2CH3
-4.23,C(CH2CH3)(=O)NH2
-6.18,C[1]HCH=CHC[7]=CHCH=C[12]CH=CHCH=C[19]CH=CHC=@1C@7=C@12@19
-0.56,C[1](=O)CH=CHC(=O)CH=CH@1
-2.61,CH2=CHC[6]CH=CHCH=CHCH=@6
-1.6,C[1]H2CH(C[6]CH=CHCH=CHCH=@6)O@1
-4.02,C[1](CH2CH2C[8:s=N](C(=CH@1)CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=I]H(OH)C[s=I]@20(CH3)CH2CH2C[s=I]H@18@8)CH3)=O
-4.08,C[1](CH2CH2C[8](C[9]HCH2CH2C[17](CH(CH2CH2CH@17CH@9CH2CH2C@8=CH@1)OH)CH3)CH3)=O
-8.06,C[1](C(=CHCH=C(CH=@1)Br)Br)C[12]C(=CHCH=C(CH=@12)Br)Br
-2.72,CH(CH(Br)Br)(Br)Br
-3.14,C(Br)(Br)(Br)Br
-5.26,CH3OC[6]C(=C(C(=C(CH=@6)Cl)Cl)Cl)Cl
-5.13,CH3OC[6]C(=CHC(=C(C=@6Cl)Cl)Cl)Cl
-4.7,C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)Cl
-4.68,C[1](C(=C(CH=C(CH=@1)Cl)Cl)Cl)Cl
-5.47,C[1](C(=CHC(=C(CH=@1)Cl)Cl)Cl)Cl
-7.99,C[1](C(=C(C(=CHCH=@1)Cl)CH3)Cl)CH2C[18]C(=CHCH=CHC=@18Cl)Cl
-7.4,C[1](C(=C(C(=CHCH=@1)Cl)CH3)Cl)CH2C[18]C(=CHC(=CHCH=@18)Cl)Cl
-8.03,C[1](C(=CHC(=C(CH=@1)Cl)CH3)Cl)CH2C[18]C(=CHCH=C(CH=@18)Cl)Cl
-8.36,C[1](C(=CHC(=C(CH=@1)CH3)Cl)Cl)CH2C[18]C(=CHCH=CHC=@18Cl)Cl
-7.49,C[1](C(=CHC(=C(CH=@1)CH3)Cl)Cl)CH2C[18]C(=CHC(=CHCH=@18)Cl)Cl
-8.18,C[1](C(=C(C(=C(CH=@1)CH3)Cl)Cl)Cl)CH2C[18]CH=CHC(=CHCH=@18)Cl
-7.24,C[1](C(=C(C(=CHC=@1CH3)Cl)Cl)Cl)CH2C[18]CH=CHCH=CHC=@18Cl
-7.44,C[1](C(=C(C(=CHC=@1CH3)Cl)Cl)Cl)CH2C[18]CH=CHC(=CHCH=@18)Cl
-7.16,C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-7.8,C[1](C(=CHC(=CHCH=@1)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-6.47,C[1](C(=C(CH=CHCH=@1)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-6.57,C[1](C(=CHC(=C(CH=@1)Cl)Cl)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-7,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-8.53,C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-6.8,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]C(=CHCH=CHC=@12Cl)Cl
-8.03,C[1](C(=CHCH=CHC=@1Cl)Cl)C[12]C(=CHCH=CHC=@12Cl)Cl
-6.94,C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-8.54,C[1](CH=C(CH=C(CH=@1)Cl)Cl)C[12]CH=C(CH=C(CH=@12)Cl)Cl
-8.86,O[1]C[2]C(C[4]C@1=CHC(=C(CH=@4)Cl)Cl)=CHC(=C(CH=@2)Cl)Cl
-8.77,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-8.89,C[1]C(OC[4]C(O@1)=CHC(=CHCH=@4)Cl)=C(C(=C(CH=@1)Cl)Cl)Cl
-9,C[1]C(OC[4]C(O@1)=C(CH=C(CH=@4)Cl)Cl)=C(CH=C(CH=@1)Cl)Cl
-10.22,C[1]C(OC[4]C(O@1)=CHC(=C(CH=@4)Cl)Cl)=CHC(=C(CH=@1)Cl)Cl
-6.82,O(C[2]C(=CHC(=CHCH=@2)Cl)Cl)C[13]C(=CHC(=CHCH=@13)Cl)Cl
-6.98,O(C[2]CH=C(C(=CHCH=@2)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-1.74,CH(CH(Cl)Cl)(Cl)Cl
-2.18,C(CH2Cl)(Cl)(Cl)Cl
-1.75,CH(CH(Cl)Cl)(Cl)Cl
-2.54,C(=C(Cl)Cl)(Cl)Cl
-2.74,C(=C(Cl)Cl)(Cl)Cl
-2.31,C(Cl)(Cl)(Cl)Cl
-5.24,CH3OC[6]C(OCH3)=C(C(=C(C=@6Cl)Cl)Cl)Cl
-2.38,C[1](C(=CHC(=C(CH=@1)F)F)F)F
1.15,O[1]CH2CH2CH2CH2@1
-0.03,C[1]H2CH2CH2CH2CH2O@1
-4.59,C[1](C(=CHC(=C(CH=@1)CH3)CH3)CH3)CH3
-2.21,C[1](CH=CHCH=CHCH=@1)CH3
-3.68,CH3C[5:s=N]C[6:s=I](C(CH2OH)=O)OC(CH3)(CH3)OC[s=I]H@6CH2C[s=I]H@5C[32:s=I]HCH2CH2C[40]=CHC(CH=CHC[s=N]@40(CH3)C@32(F)C[s=N]H(OH)CH2@5)=O
-5.07,C[1](C(=C(CH=CHCH=@1)Br)Br)Br
-4.5,C[1](C(=CHC(=CHCH=@1)Br)Br)Br
-5.6,C[1](CH=C(CH=C(CH=@1)Br)Br)Br
-7.3,C[1](C(=CHC(=CHC=@1Br)Br)Br)C[12]CH=CHCH=CHCH=@12
-1.91,CH(Br)(Br)Br
0.72,CH(C(Cl)(Cl)Cl)(OH)OH
-4.29,CH3OC[6]C(=C(C(=CHCH=@6)Cl)Cl)Cl
-4.2,CH3OC[6]C(=CHC(=CHC=@6Cl)Cl)Cl
-4.1,C[1](C(=C(CH=CHCH=@1)Cl)Cl)Cl
-3.61,C[1](C(=CHC(=CHCH=@1)Cl)Cl)Cl
-4.6,C[1](CH=C(CH=C(CH=@1)Cl)Cl)Cl
-7.06,C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-6.01,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=C(CH=CHCH=@12)Cl
-6.26,C[1](C(=C(CH=CHCH=@1)Cl)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-6.27,C[1](C(=CHC(=C(CH=@1)Cl)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-6.29,C[1](C(=C(CH=CHC=@1Cl)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-6.14,C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-6.29,C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-6.21,C[1](C(=CHC(=CHCH=@1)Cl)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-7.58,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=C(C(=CHC=@1Cl)Cl)Cl
-6.58,O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]CH=CHCH=CHCH=@13
-6.77,O(C[2]CH=C(C(=C(CH=@2)Cl)Cl)Cl)C[13]CH=CHCH=CHCH=@13
-2,C(CH3)(Cl)(Cl)Cl
-1.48,CH(CH2Cl)(Cl)Cl
-2.14,C(CH3)(Cl)(Cl)Cl
-1.96,C(=CHCl)(Cl)Cl
-1.93,C(=CHCl)(Cl)Cl
-3.04,C(CH2Cl)(Cl)(Cl)F
-1.17,CH(Cl)(Cl)Cl
-1.92,CH2(CH(CH2Cl)Cl)Cl
-4.37,CH3OC[6]C(OCH3)=C(C(=C(CH=@6)Cl)Cl)Cl
0.3,C(CH(CH3)OH)(F)(F)F
-0.72,CH3C(C(CH3)(CH3)CH3)(OH)CH3
-1.27,CH3C(C(CH2CH3)(OH)CH3)(CH3)CH3
-3.2,C[1](C(=C(CH=CHCH=@1)CH3)CH3)CH3
-3.31,C[1](C(=CHC(=CHCH=@1)CH3)CH3)CH3
-3.4,C[1](CH=C(CH=C(CH=@1)CH3)CH3)CH3
-4.74,CH3C(CH2CH(CH3)CH3)(CH3)CH3
-6.74,C[1]HCH=CHCH=C[9]C[10]=CHCH=CHCH=C@10C[20]=CHCH=CHCH=C@20C=@1@9
0.96,NH2C(=O)NH2
-0.85,CH(CH2CH2CH2CH3)=O
-1.31,CH3OC[6]C(OCH3)=CHCH=CHCH=@6
-3.3,CH3CH2CH2N(CH2CH2CH3)C(SCH2CH2CH3)=O
-3.89,O=C[2]C(CH(CH2C(CH3)=O)C[15]CH=CHCH=CHCH=@15)=C(OH)C[29]C(O@2)=CHCH=CHCH=@29
-4.23,C(=C=C(CH(Cl)Cl)Cl)(Cl)Cl
-10.55,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=C(C=@13Cl)Cl)Cl)Cl)Cl
-7.33,C[1](C(=CHC(=C(CH=@1)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-8.06,C[1](C(=CHC(=C(CH=@1)CH3)Cl)Cl)CH2C[18]C(=CHCH=C(CH=@18)Cl)Cl
-6.02,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-7.25,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-6.22,O(C[2]C(=CHC(=CHCH=@2)Cl)Cl)C[13]CH=CHC(=CHCH=@13)Cl
-6.25,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-3.17,ClCH2C(=O)N(C[8]=C(CH2CH3)CH=CHCH=C@8CH2CH3)CH2OCH3
-0.71,S(C(CH3)(CH3)CH=[S=N]NOC(=O)NHCH3)CH3
-6.3,ClC[2:s=I]C[3:s=I]HC[s=N]H(C[s=N](Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)C[16]HCH2CH@3CH=CH@16
-6,ClC[2]=C(OC[5]=CHC(=C(N[+1](O[-1])=O)CH=CH@5)C(OCH3)=O)CH=CHC(Cl)=CH@2
-2.56,O(C[2]C[3]C(CH=CHCH=@2)=CHCH=CHCH=@3)C(=O)NHCH3
-1.21,O[1]C(CH2C[6]=C@1C(OC(=O)NHCH3)=CHCH=CH@6)(CH3)CH3
-6.05,ClC[2]=CHCH=C(SCH2SP(=S)(OCH2CH3)OCH2CH3)CH=CH@2
-3.14,S[1]CH2CH2OC(=C@1C(=O)NHC[15]=CHCH=CHCH=CH@15)CH3
-5.35,ClC[2]C[3]HCH(C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)CH2CH(Cl)CH@3Cl
-5.39,ClC[2]C[3]HCH(C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)CH=CHCH2@3
-4.41,ClC[2]=C(OCH3)CH=C(Cl)C(OCH3)=CH@2
-2,ClC(Cl)(Cl)N[+1](O[-1])=O
-4.65,ClC[2]=C(C(Cl)=C(Cl)C(Cl)=C@2C#N)C#N
-4.89,ClC[2]=CHCH=C(OC[9]=CHCH=C(NHC(=O)N(CH3)CH3)CH=CH@9)CH=CH@2
-3.39,ClC[2]CH=C(NHC(OCH(CH3)CH3)=O)CH=CHCH=@2
0.32,O=CHCH=[S=N]CHCH3
-7.2,ClCH(Cl)CH(C[7]=CHCH=C(Cl)CH=CH@7)C[18]=CHCH=C(Cl)CH=CH@18
-6.9,ClC[2]=CHCH=C(C(C[9]=CHCH=C(Cl)CH=CH@9)=C(Cl)Cl)CH=CH@2
-8.08,ClC(Cl)(Cl)CH(C[7]=CHCH=C(Cl)CH=CH@7)C[18]=CHCH=C(Cl)CH=CH@18
-3.45,O=C(C[3:s=I]HC[5:s=N](C[s=I]H(C[8:s=N]HC[s=N]H(C[12:s=I](C(CH2CH2@8)=CHC(=O)CH2CH2@12)CH3)CH2CH2@5)CH2CH2@3)CH3)CH2OH
-3.61,FC[2:s=N]C[s=N]H(C[5:s=I]HC[s=N](C[s=N](OH)(C[s=N]H(CH2@5)CH3)C(=O)CH2OH)(CH2C[s=I]H@2OH)CH3)CH2CH2C[44]C[s=N]@2(CH3)CH=CHC(=O)CH=@44
-5.85,ClCH2CH(SP(=S)(OCH2CH3)OCH2CH3)N[26]C(=O)C[29]C(C@26=O)=CHCH=CHCH=@29
-4.06,ClC(CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)=[S=I]CHCl
-2.38,CH2(CH(CH2Cl)Br)Br
-4.4,O[-1]C(=O)C[4]C(=C(CH2CH2CH2CH3)CH=CHC=@4C(O[-1])=O)CH2CH2CH2CH3
-1.7,ClC[2]=C(C(OCH3)=C(Cl)CH=CH@2)C(OH)=O
-3.82,ClC[2]=C(OC[5]=CHCH=C(OCH(CH3)C(OCH3)=O)CH=CH@5)CH=CHC(Cl)=CH@2
-6.29,ClC[2:s=N]C[3]HCH(C[7:s=N]HC[9]HOCH@9C[s=I]H@3CH2@7)C[s=N](Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl
-5.28,OHC[3:s=N]C[4:s=N]HC[s=N]H(C[8:s=I](C[s=I]H(CH2CH2@4)CH2C[s=I]H(OC[23:s=I]HOC[s=N]H(C[s=N]H(OC[31:s=I]HOC[s=N]H(C[s=N]H(OC[39:s=I]HOC[s=N]H(C[s=N]H(OH)C[s=N]H(OH)CH2@39)CH3)C[s=N]H(OH)CH2@31)CH3)C[s=N]H(OH)CH2@23)CH3)CH2CH2@8)CH3)CH2CH2C[s=I]@3(C[s=I]H(CH2CH2@3)C[106]CH2OC(=O)CH=@106)CH3
-4.16,OHC[3:s=N]C[4:s=N]HC[s=N]H(C[8:s=I](C[s=I]H(CH2CH2@4)CH2C[s=I]H(OC[23:s=I]HOC[s=N]H(C[s=N]H(OC[31:s=I]HOC[s=N]H(C[s=N]H(OC[39:s=I]HOC[s=N]H(C[s=N]H(OH)C[s=N]H(OH)CH2@39)CH3)C[s=N]H(OH)CH2@31)CH3)C[s=N]H(OH)CH2@23)CH3)CH2CH2@8)CH3)CH2C[s=N]H(OH)C[s=I]@3(CH(CH2CH2@3)C[107]CH2OC(=O)CH=@107)CH3
-0.74,S(P(=S)(OCH3)OCH3)CH2C(=O)NHCH3
0.88,O(CH2CH2OCH3)CH2CH2OCH3
-6.08,ClC[2]C[3:s=N]HC[s=I]H(C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)CH2OS(OCH2@3)=O
-5.93,ClC[2]C[3]HCH(C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)CH2OS(OCH2@3)=O
-6.35,ClC[2]C[3]HCH(C[7]HC[9]HOCH@9CH@3CH2@7)C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl
-2.7,S(C(=O)N(CH2CH2CH3)CH2CH2CH3)CH2CH3
-2.73,CH3CH3
-1.82,O[1]C[2](CH2CH2CH(C@1(CH3)CH3)CH2CH2@2)CH3
-3.3,O[1]C(=C(C(=O)NHC[8]=CHCH=CHCH=CH@8)CH=CH@1)CH3
-5.22,FC(F)(F)C[5]=CHC(N[+1](O[-1])=O)=C(OC[14]=CHCH=C(N[+1](O[-1])=O)CH=CH@14)CH=CH@5
-1.41,BrCH(Cl)C(F)(F)F
-6.08,ClC[2]C[3]HCH(C(Cl)(C@2(Cl)Cl)C(Cl)=C@2Cl)CH=CHCH@3Cl
-5.66,BrC[2]=C(Cl)CH=C(OP(=S)(OCH3)C[16]=CHCH=CHCH=CH@16)C(Cl)=CH@2
-4.43,ClC[2]HCH(Cl)CH(Cl)CH(Cl)CH(Cl)CH@2Cl
-5.46,ClC[2]=C(OC[5]=CHCH=C(N[+1](O[-1])=O)CH=CH@5)CH=CHC(Cl)=CH@2
-4.29,S=P(OC[4]=CHCH=C(N[+1](O[-1])=O)CH=CH@4)(OCH2CH3)OCH2CH3
-3.41,S(C(=O)N(CH2CH2CH2CH3)CH2CH3)CH2CH2CH3
-6.29,ClC(Cl)=CHC[6]HC(CH@6C(OCH2C[16]=CHC(OC[21]=CHCH=CHCH=CH@21)=CHCH=CH@16)=O)(CH3)CH3
-7.04,ClCH(Cl)CH(C[7]=CHCH=C(CH=CH@7)CH2CH3)C[24]=CHCH=C(CH=CH@24)CH2CH3
-4.78,O(C[2]CH=C(NHC(OCH3)=O)CH=CHCH=@2)C(=O)NHC[25]CH=C(CH=CHCH=@25)CH3
-4.01,O=C[2]C[3](CH(C[6]HCH(C[10](C(=CHCH2@6)CH2CH(OH)CH2CH2@10)CH3)CH2CH2@3)CH2CH2@2)CH3
-2.78,ClC[2]CH=C(NHC(=O)CH2CH3)CH=CHC=@2Cl
-5.82,ClC[2]=C(N[+1](O[-1])=O)C(Cl)=C(Cl)C(Cl)=C@2Cl
-10.22,ClC[2]CH=C[5]OC[7]C(OC@5=CHC=@2Cl)=CHC(Cl)=C(Cl)CH=@7
-4.88,ClC(CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)=C(Cl)Cl
