#Expt.,SLN
-3.45,ClC[2]=C(CH=C(CH=CH@2)C[11](NHC(C[15]=C@11CH=CHCH=CH@15)=O)OH)S(=O)(=O)NH2
-7,ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=C(CH=CHC(=CH@12)Cl)Cl
-6.02,ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=C(CH=CHCH=CH@12)Cl
-6.01,ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=CHC(=CHCH=CH@12)Cl
-6.25,ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=CHCH=C(CH=CH@12)Cl
-3.59,ClC[2]=C(CH=C(CH=CH@2)C(=O)NHN[15]CH(CH2C[21]=C@15CH=CHCH=CH@21)CH3)S(=O)(=O)NH2
-1.57,ClC[2]=C(CH=C(CH=CH@2)OH)CH3
-8.65,ClC[2]=C(CH=CHC(=C@2C[10]=C(C(=CHCH=C@10Cl)Cl)Cl)Cl)Cl
-8.65,ClC[2]=C(CH=CHC(=C@2C[10]=C(CH=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl
-7.43,ClC[2]=C(CH=CHC(=C@2C[10]=C(CH=C(CH=CH@10)Cl)Cl)Cl)Cl
-6.29,ClC[2]=C(CH=CHC(=C@2C[10]=CHCH=CHCH=CH@10)Cl)Cl
-3.08,ClC[2]=C(CH=CHC(=C@2CH2C(=O)OH)Cl)Cl
-2.64,ClC[2]=C(CH=CHC(=C@2OH)Cl)Cl
-7.8,ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=C(CH=CH@11)Cl)Cl)Cl
-7.25,ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-6.29,ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=CHCH=CH@11)Cl)Cl
-4.92,ClC[2]=C(CH=CHC(=CH@2)C[11]=CHC(=C(CH=CH@11)NH2)Cl)NH2
-6.39,ClC[2]=C(CH=CHC(=CH@2)C[11]=CHCH=CHCH=CH@11)Cl
-6.51,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=C(CH=C(CH=CH@12)Cl)Cl
-6.57,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=C(CH=CHC(=CH@12)Cl)Cl
-6.21,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=CHCH=C(CH=CH@12)Cl
-5.25,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=CHCH=CHCH=CH@12
-3.49,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12](OCH(CH2O@12)CH2CH2CH3)CH2N[33]N=CHN=CH@33
-3.59,ClC[2]=C(CH=CHC(=CH@2)Cl)Cl
-4.46,ClC[2]=C(CH=CHC(=CH@2)Cl)OC[13]=C(CH=C(CH=CH@13)Cl)OH
-3.67,ClC[2]=C(CH=CHC(=CH@2)Cl)OCH2CH2CH2C(=O)OH
-2.51,ClC[2]=C(CH=CHC(=CH@2)Cl)OCH2C(=O)OH
-2.45,ClC[2]=C(CH=CHC(=CH@2)Cl)OCH(CH3)C(=O)OH
-1.55,ClC[2]=C(CH=CHC(=CH@2)Cl)OH
-2.82,ClC[2]=C(CH=CHC(=CH@2)N[11]OC(N(C@11=O)CH3)=O)Cl
-3.24,ClC[2]=C(CH=CHC(=CH@2)NH2)Cl
-3,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)CH2CH3)Cl
-4.77,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH2CH2CH2CH3)CH3)Cl
-3.46,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)CH3
-3.8,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)Cl
-4.33,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)N[24]N=C(OC@24=O)C(CH3)(CH3)CH3
-2.56,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)OCH3
-3.52,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(OCH3)CH3)Cl
-1.25,ClC[2]=C(CH=CHC(=CH@2)OH)Cl
-7.28,ClC[2]=C(CH=CHCH=C@2C[11]=C(C(=CHCH=CH@11)Cl)Cl)Cl
-7.21,ClC[2]=C(CH=CHCH=C@2C[11]=C(CH=C(C(=CH@11)Cl)Cl)Cl)Cl
-6.47,ClC[2]=C(CH=CHCH=C@2C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-6.26,ClC[2]=C(CH=CHCH=C@2C[11]=CHCH=C(CH=CH@11)Cl)Cl
-4,ClC[2]=C(CH=CHCH=C@2Cl)Cl
-1.3,ClC[2]=C(CH=CHCH=C@2OH)Cl
-5.27,ClC[2]=C(CH=CHCH=CH@2)C[12]=C(CH=CHCH=CH@12)Cl
-5.28,ClC[2]=C(CH=CHCH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
-4.54,ClC[2]=C(CH=CHCH=CH@2)C[12]=CHCH=CHCH=CH@12
-4.08,ClC[2]=C(CH=CHCH=CH@2)C[12]=NCH2C[17]N(C(=NN=@17)CH3)C[26]=C@12CH=C(CH=CH@26)Cl
-3.6,ClC[2]=C(CH=CHCH=CH@2)C[12]=NCH(C(NHC[19]=C@12CH=C(CH=CH@19)Cl)=O)OH
-6.36,ClC[2]=C(CH=CHCH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
-2.34,ClC[2]=C(CH=CHCH=CH@2)CH2N[15]OCH2C(C@15=O)(CH3)CH3
-3.52,ClC[2]=C(CH=CHCH=CH@2)CH3
-3.05,ClC[2]=C(CH=CHCH=CH@2)Cl
-4.38,ClC[2]=C(CH=CHCH=CH@2)C(OH)(C[15]=CHN=CHN=CH@15)C[24]=CHCH=C(CH=CH@24)Cl
-1.89,ClC[2]=C(CH=CHCH=CH@2)C(=O)OH
-1.52,ClC[2]=C(CH=CHCH=CH@2)NH2
-1.4,ClC[2]=C(CH=CHCH=CH@2)NHC(=O)CH3
-2.16,ClC[2]=C(CH=CHCH=CH@2)OCH2C(=O)OH
-2.46,ClC[2]=C(CH=CHCH=CH@2)OCH3
-2.22,ClC[2]=C(CH=CHCH=CH@2)OCH(CH3)C(=O)OH
-1.06,ClC[2]=C(CH=CHCH=CH@2)OH
-4.18,ClC[2]=CHC[5]=C(CH=CH@2)C[11]=C(CH=CHCH=CH@11)C@5(OH)C(=O)OCH3
-4.18,ClC[2]=CHC[5]=C(CH=CH@2)C[11]=C(CH=CHCH=CH@11)C@5(OH)C(=O)OH
-4.14,ClC[2]=CHC[5]=C(CH=CH@2)CH=CHCH=CH@5
-3.75,ClC[2]=CHC[5]=C(CH=CH@2)N(C(CH2N=C@5C[18]=CHCH=CHCH=CH@18)=O)CH3
-5.23,ClC[2]=CHC[5]=C(CH=CH@2)N(C(O@5)=O)CH2SP(=S)(OCH2CH3)OCH2CH3
-5.36,ClC[2]=CHC[5]=C(CH=CH@2)NHC(C[14]=C(N=CHCH=CH@14)N@5CH2CH3)=O
-3.95,ClC[2]=CHC[5]=C(CH=CH@2)NHC(CH(N=C@5C[18]=CHCH=CHCH=CH@18)OH)=O
-2.83,ClC[2]=CHC[5]=C(CH=CH@2)OC(NH@5)=O
-4.7,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OC(=O)CH3
-4.16,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OH
-4.4,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH3
-5.01,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N(CH3)CH3
-4.57,ClC[2]=CHC[5]N=CHCH=C(C=@5CH=CH@2)NHC[19]=C(CH=CHCH=CH@19)C(=O)OCH2CH(OH)CH2OH
-2.86,ClC[2]=CHC(=C(CH=CH@2)N=[S=I]CHN(CH3)CH3)CH3
-2.86,ClC[2]=CHC(=C(CH=CH@2)N=[S=N]CHN(CH3)CH3)CH3
-2.23,ClC[2]=CHC(=C(CH=CH@2)OCH2C(=O)OH)CH3
-5.09,ClC[2]=CHC(=C(CH=CH@2)OCH3)C(=O)NHCH2CH2C[26]=CHCH=C(CH=CH@26)S(=O)(=O)NHC(=O)NHC[45]HCH2CH2CH2CH2CH2@45
-2.55,ClC[2]=CHC(=C(CH=CH@2)OCH(CH3)C(=O)OH)CH3
-3.95,ClC[2]=CHC(=C(CH=CH@2)OH)CH2C[16]=C(CH=CHC(=CH@16)Cl)OH
-4.48,ClC[2]=CHC(=CHC(=CH@2)Cl)Cl
-4.8,ClC[2]=CHC(=CHC(=CH@2)N[11]C(C[13](C(CH2@13)(C@11=O)CH3)CH3)=O)Cl
-4.38,ClC[2]=CHC(=CHC(=CH@2)N[11]C(N(CH2C@11=O)C(=O)NHCH(CH3)CH3)=O)Cl
-4.93,ClC[2]=CHC(=CHC(=CH@2)N[11]C(OC(C@11=O)(CH3)CH=CH2)=O)Cl
-1.34,ClC[2]=CHC(=CHC(=CH@2)OH)Cl
-5.8,ClC[2]=CHC(=CHCH=CH@2)C[12]=CHC(=CHCH=CH@12)Cl
-4.88,ClC[2]=CHC(=CHCH=CH@2)C[12]=CHCH=CHCH=CH@12
-3.04,ClC[2]=CHC(=CHCH=CH@2)Cl
-4.53,ClC[2]=CHC(=CHCH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
-2.59,ClC[2]=CHC(=CHCH=CH@2)C(=O)OH
-1.37,ClC[2]=CHC(=CHCH=CH@2)NH2
-2.62,ClC[2]=CHC(=CHCH=CH@2)NHC(=O)OCH(CH3)C#CH
-3.38,ClC[2]=CHC(=CHCH=CH@2)NHC(=O)OCH(CH3)CH3
-2.78,ClC[2]=CHC(=CHCH=CH@2)OCH3
-2.22,ClC[2]=CHC(=CHCH=CH@2)OCH(CH3)C(=O)OH
-0.7,ClC[2]=CHC(=CHCH=CH@2)OH
-6.56,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
-5.2,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=CHCH=CH@12
-5.93,ClC[2]=CHCH=C(CH=CH@2)C[12]HCH2CH2CH(CH2CH2@12)C[28]=C(C(C[31]=C(CH=CHCH=CH@31)C@28=O)=O)OH
-6.9,ClC[2]=CHCH=C(CH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
-5.91,ClC[2]=CHCH=C(CH=CH@2)CH2N(C[16]HCH2CH2CH2CH2@16)C(=O)NHC[34]=CHCH=CHCH=CH@34
-3.08,ClC[2]=CHCH=C(CH=CH@2)CH3
-5.84,ClC[2]=CHCH=C(CH=CH@2)CH(CH2C(=O)CH3)C[23]=C(C[25]=C(CH=CHCH=CH@25)OC@23=O)OH
-3.27,ClC[2]=CHCH=C(CH=CH@2)Cl
-4.53,ClC[2]=CHCH=C(CH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
-4.62,ClC[2]=CHCH=C(CH=CH@2)C(=O)N[14]C[15]=C(C(=C@14CH3)CH2C(=O)OH)CH=C(CH=CH@15)OCH3
-3.31,ClC[2]=CHCH=C(CH=CH@2)C(=O)OH
-4.43,ClC[2]=CHCH=C(CH=CH@2)N(CH(CH3)CH3)C(=O)CH2SP(=S)(OCH3)OCH3
-1.66,ClC[2]=CHCH=C(CH=CH@2)NH2
-2.84,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-2.89,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH3)CH3
-3.9,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH(CH3)C#CH)CH3
-2.57,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(OCH3)CH3
-4.89,ClC[2]=CHCH=C(CH=CH@2)OC[13]=CHCH=C(CH=CH@13)NHC(=O)N(CH3)CH3
-2.29,ClC[2]=CHCH=C(CH=CH@2)OCH2C(=O)OH
-2.78,ClC[2]=CHCH=C(CH=CH@2)OCH3
-3.61,ClC[2]=CHCH=C(CH=CH@2)OCH(N[15]N=CHN=CH@15)C(=O)C(CH3)(CH3)CH3
-0.7,ClC[2]=CHCH=C(CH=CH@2)OH
-5.74,ClC[2]=CHCH=C(CH=CH@2)SCH2SP(=S)(OCH2CH3)OCH2CH3
-3.03,ClC[2]=CHCH=C(CH=CH@2)S(=O)(=O)NHC(=O)NHCH2CH2CH3
-2.38,ClC[2]=CHCH=CHCH=CH@2
-7.28,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)C[11](C(=C(C(=C@11Cl)Cl)Cl)Cl)Cl
-5.18,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)Cl
-2.08,ClC[2]HC[4]HCH2CH(CH(CH2@4)C#N)C@2=[S=I]NOC(=O)NHCH3
-4.51,ClC[2]HCH(CH(CH(CH(CH@2Cl)Cl)Cl)Cl)Cl
-4.11,ClC[2]N=C[4]C(=CHCH=@2)N(C(C[12]=C(N=CHCH=CH@12)N@4CH2CH3)=O)CH3
-0.87,ClC[2]N=C[4]C(N=CHN=CH@4)=NCH=@2
-0.87,ClC[2]N=C[4]N=CHN=CHC@4=NCH=@2
-2.75,ClC[2]N=C(C(=C(C=@2Cl)NH2)Cl)C(=O)OH
-5.67,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH2CH3)OCH2CH3
-4.82,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH3)OCH3
-4.58,ClC[2]N=C(N=C(CH=@2)OCH3)N(NHS(=O)(=O)C[20]=C(CH=CHCH=CH@20)C(=O)OCH2CH3)CH=O
-4.41,ClC[2]=NC(=NC(=N@2)N(CH2CH3)CH2CH3)N(CH2CH3)CH2CH3
-4.06,ClC[2]=NC(=NC(=N@2)NHCH2CH3)N(CH2CH3)CH2CH3
-3.15,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHC(CH3)(CH3)C#N
-4.55,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH2CH3
-3.85,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH(CH3)CH3
-3.79,ClC[2]=NC(=NC(=N@2)NHCH(CH3)CH3)N(CH2CH3)CH2CH3
-4.43,ClC[2]=NC(=NC(=N@2)NHCH(CH3)CH3)NHCH(CH3)CH3
-1.72,ClC[2]N=NC(=CHCH=@2)SCH2C(=O)N(CH2CH3)CH2CH3
-3.66,ClC[2]N(N=C(N=@2)OP(=S)(OCH2CH3)OCH2CH3)CH(CH3)CH3
-4.95,ClC[2]=CHC[5]HC[7]HC(C(CH2CH2@7)(OC(=O)CH3)C(=O)CH3)(CH2CH2CH@5C[38](C@2=CHC(CH=CH@38)=O)CH3)CH3
-5.38,ClC[2]=C(C[4]=C(CH=C(CH=CH@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3
-5.38,ClC[2]=C(C[4]=C(CH=CHC(=CH@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3
-2.87,ClC[2]=C(CH=NN(C@2=O)C[10]=CHCH=CHCH=CH@10)NH2
-2.48,ClC[2]=C(NHC(N(C@2=O)C(CH3)(CH3)CH3)=O)CH3
-4.91,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
-4.88,ClC(=C(Cl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)Cl
-4.23,ClC(=C(Cl)CH=C(Cl)Cl)Cl
-2.54,ClC(=C(Cl)Cl)Cl
-3.39,ClC(=CH2)CH2SC(=S)N(CH2CH3)CH2CH3
-2.51,ClC(CH2CH3)(CH3)CH3
-1.64,ClC(=CH2)Cl
-6.29,ClC(=CHC[5]HC(CH@5C(=O)OCH2C[16]=CHC(=CHCH=CH@16)OC[27]=CHCH=CHCH=CH@27)(CH3)CH3)Cl
-8.02,ClC(=CHC[5]HC(CH@5C(=O)OCH(C[15]=CHC(=CHCH=CH@15)OC[26]=CHCH=CHCH=CH@26)C#N)(CH3)CH3)Cl
-2.69,ClC(CH(Cl)CH3)(CH3)CH3
-1.96,ClC(=CHCl)Cl
-1.84,ClC(Cl)(Cl)C[5]HOC[8]HOCH(CH(CH@8O@5)OH)CH(OH)CH2OH
-3.76,ClC(Cl)(Cl)C[5]N=C(CH=CHCH=@5)Cl
-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl
-2.18,ClC(Cl)(Cl)CH2Cl
-2,ClC(Cl)(Cl)CH3
-6.62,ClC(Cl)(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-7.15,ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-6.89,ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)OCH3)C[22]=CHCH=C(CH=CH@22)OCH3
-2.6,ClC(Cl)(Cl)CH(Cl)Cl
-4.19,ClC(Cl)(Cl)CH(N[7]CH2CH2N(CH2CH2@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O
-4.19,ClC(Cl)(Cl)CH(N[7]CH=CHN(CH=CH@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O
-0.22,ClC(Cl)(Cl)CH(P(=O)(OCH3)OCH3)OH
-2.31,ClC(Cl)(Cl)Cl
-2.17,ClC(Cl)(Cl)C#N
-5.67,ClC(Cl)(Cl)C(OH)(C[8]=CHCH=C(CH=CH@8)Cl)C[19]=CHCH=C(CH=CH@19)Cl
-5.4,ClC(Cl)(SN[5]C(C[7]HCH(CH2CH=CHCH2@7)C@5=O)=O)CH(Cl)Cl
-2.39,ClCH2C[5]=CHCH=CHCH=CH@5
-4.37,ClCH2C#CCH2OC(=O)NHC[15]=CHC(=CHCH=CH@15)Cl
-3.99,ClCH2CH2CH2CH2CH2CH2CH3
-3.12,ClCH2CH2CH2CH2CH2CH3
-2.73,ClCH2CH2CH2CH2CH3
-2.03,ClCH2CH2CH2CH3
-1.62,ClCH2CH2CH2Cl
-1.47,ClCH2CH2CH3
-1.06,ClCH2CH2Cl
-0.29,ClCH2CH2C#N
-1.12,ClCH2CH2OCH2CH2Cl
-1.16,ClCH2CH2S(=O)CH2CH2Cl
-1.5,ClCH2CH2S(=O)(=O)CH2CH2Cl
-1.06,ClCH2CH3
-1.36,ClCH2CH=CH2
-2,ClCH2CH(CH3)CH3
-0.11,ClCH2CH(OH)CH2Cl
-6.34,ClCH2CH(SP(=S)(OCH2CH3)OCH2CH3)N[26]C(C[28]=C(CH=CHCH=CH@28)C@26=O)=O
-0.63,ClCH2Cl
-0.09,ClCH2C#N
-4.19,ClCH2C(=O)N(CH2OCH2CH2CH2CH3)C[25]=C(CH=CHCH=C@25CH2CH3)CH2CH3
-3.26,ClCH2C(=O)N(CH2OCH3)C[16]=C(CH=CHCH=C@16CH2CH3)CH2CH3
-2.73,ClCH2C(=O)N(CH(CH2OCH3)CH3)C[22]=C(CH=CHCH=C@22CH3)CH2CH3
-2.48,ClCH2C(=O)N(CH(CH3)CH3)C[18]=CHCH=CHCH=CH@18
-0.02,ClCH2C(=O)NH2
0.93,ClCH2C(=O)OH
-1.5,ClCH2S(=O)(=O)CH2CH2Cl
-1.75,ClCH=CH2
-3.77,ClCH(CH2C[7]=CHCH=C(CH=CH@7)Cl)C(=O)OCH3
-2.63,ClCH(CH2CH2CH3)CH3
-2.63,ClCH(CH2CH3)CH2CH3
-1.96,ClCH(CH2CH3)CH3
-1.92,ClCH(CH2Cl)CH2Cl
-1.6,ClCH(CH2Cl)CH3
-1.41,ClCH(CH3)CH3
-2.7,ClCH(CH(Cl)CH3)CH3
-2.68,ClCH(Cl)C[5]HNHS(C[10]=C(CH=C(C(=CH@10)S(=O)(=O)NH2)Cl)NH@5)(=O)=O
-2.4,ClCH(Cl)CH2CH2CH3
-1.48,ClCH(Cl)CH2Cl
-5.03,ClCH(Cl)CH2C(=O)NHC[12]=C(C(C[15]=C(CH=CHCH=CH@15)C@12=O)=O)Cl
-1.29,ClCH(Cl)CH3
-6.51,ClCH(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-7.2,ClCH(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-1.74,ClCH(Cl)CH(Cl)Cl
-1.17,ClCH(Cl)Cl
-1.62,ClCH(Cl)C(=O)N(CH2CH=CH2)CH2CH=CH2
-5.03,ClCH(Cl)C(=O)NHC[9]=C(C(C[12]=C(CH=CHCH=CH@12)C@9=O)=O)Cl
-2.15,ClCH(Cl)C(=O)NHCH(CH(OH)C[15]=CHCH=C(CH=CH@15)S(=O)(=O)CH3)CH2OH
-1.3,ClCH=[S=I]CHCl
-1.3,ClCH=[S=N]CHCl
0.52,ClC(=[S=N]CHCH2OP(=O)(OCH3)OCH3)C(=O)N(CH2CH3)CH2CH3
-4.08,ClC(=[S=I]CHCl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3
-2.6,ClN[2]C(C(N(C@2=O)Cl)=O)(CH3)CH3
-7.28,FC[2]=C(C(=C(CH=C@2Cl)NHC(=O)NHC(=O)C[18]=C(CH=CHCH=C@18F)F)F)Cl
-6.02,FC[2]=C(C(=CHCH=CH@2)F)C(=O)NHC(=O)NHC[20]=CHCH=C(CH=CH@20)Cl
-2.38,FC[2]=C(CH=C(C(=CH@2)F)F)F
-2.31,FC[2]=C(CH=C(CH=C@2F)F)F
-7.34,FC[2]=C(CH=C(CH=CH@2)CH(OC(=O)C[16]HC(CH@16CH=C(Cl)Cl)(CH3)CH3)C#N)OC[37]=CHCH=CHCH=CH@37
-4.49,FC[2]=C(CH=CHC(=CH@2)CH(CH3)C(=O)OH)C[21]=CHCH=CHCH=CH@21
-1.8,FC[2]=C(CH=CHC(=CH@2)F)C(OH)(CH2N[18]N=CHN=CH@18)CH2N[28]N=CHN=CH@28
-3.37,FC[2]=C(CH=CHCH=CH@2)C(OH)(CH2N[18]N=CHN=CH@18)C[25]=CHCH=C(CH=CH@25)F
-4.32,FC[2]CH(C[5]HC(C[8](OC(OCH@8CH2@5)(CH3)CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-3.43,FC[2]CH(C[5]HC(C(CH2CH2@5)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[41]=CHC(CH2CH2C@2@41CH3)=O
-4.1,FC[2]CH(C[5]HC(C(CH2CH2@5)(OH)C(=O)CH3)(CH2CH@2OH)CH3)CH2CH(C[39]=CHC(CH=CHC@2@39CH3)=O)CH3
-4.71,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OC(=O)CH2CH2CH2CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[58]=CHC(CH=CHC@2@58CH3)=O
-4.9,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OC(=O)CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-4.9,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OH)C(=O)CH2OC(=O)CH3)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-3.64,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[44]=CHC(CH=CHC@2@44CH3)=O
-5.61,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH(C[43]=CHC(CH=CHC@2@43CH3)=O)F
-4.13,FC[2]CH(C[5]HC(C(CH(CH2@5)OC(=O)CH3)(OH)C(=O)CH2OC(=O)CH3)(CH2CH@2OH)CH3)CH2CH2C[52]=CHC(CH=CHC@2@52CH3)=O
-3.69,FC[2]CH(C[5]HC(C(CH(CH2@5)OH)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[42]=CHC(CH=CHC@2@42CH3)=O
-2,FC[2]=CHC(=CHCH=CH@2)F
-2.54,FC[2]=CHCH=C(CH=CH@2)CH2Cl
-4.43,FC[2]=CHCH=C(CH=CH@2)C(=O)CH2CH2CH2N[23]CH2CH2C(CH2CH2@23)(OH)C[39]=CHCH=C(CH=CH@39)Cl
-1.97,FC[2]=CHCH=C(CH=CH@2)F
-1.78,FC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-1.8,FC[2]=CHCH=CHCH=CH@2
-1.07,FC[2]=CHNHC(NHC@2=O)=O
-0.97,FC[2]=CHNHC(N=C@2NH2)=O
-3.04,FC(F)(Cl)C(F)(Cl)Cl
-3.12,FC(F)(Cl)C(F)(F)Cl
-4.21,FC(F)(F)C[5]=C[6]C(=NC(=CH@5)CH3)N(C[17]N=CHCH=CHC=@17C(NH@6)=O)CH2CH3
-3.59,FC(F)(F)C[5]C(=CHC[9]=C(CH=@5)NHCH(NHS@9(=O)=O)CH2C[25]=CHCH=CHCH=CH@25)S(=O)(=O)NH2
-1.6,FC(F)(F)C[5]=C(CH=CHCH=CH@5)C(=O)OH
-4.15,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N[35]CH2CH2N(CH2CH2@35)CH2CH2OH
-4.52,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N[35]CH2CH2N(CH2CH2@35)CH3
-5.3,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N(CH3)CH3
-8,FC(F)(F)C[5]=CHC(=C(CH=CH@5)NHCH(CH(CH3)CH3)C(=O)OCH(C[33]=CHC(=CHCH=CH@33)OC[44]=CHCH=CHCH=CH@44)C#N)Cl
-4.44,FC(F)(F)C[5]=CHC(=CHCH=CH@5)C[15]=CHN(CH=C(C@15=O)C[24]=CHCH=CHCH=CH@24)CH3
-8.4,FC(F)(F)C[5]=CHC(=CHCH=CH@5)C(N[16]N=CHN=CH@16)(C[23]=CHCH=CHCH=CH@23)C[34]=CHCH=CHCH=CH@34
-4.05,FC(F)(F)C[5]=CHC(=CHCH=CH@5)N[15]CH2CH(CH(C@15=O)Cl)CH2Cl
-4.04,FC(F)(F)C[5]=CHC(=CHCH=CH@5)N[15]N=CHC(=C(C@15=O)Cl)NHCH3
-1.47,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NH2
-4.36,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC[17]=C(CH=CHCH=CH@17)C(=O)OH
-4.17,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC[17]N=CHCH=CHC=@17C(=O)OH
-3.43,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC(=O)N(CH3)CH3
-2.51,FC(F)(F)C[5]=CHCH=CHCH=CH@5
0.3,FC(F)(F)CH(OH)CH3
-7.32,FC(F)(F)C(=[S=N]CHC[8]HC(CH@8C(=O)OCH2C[19]=C(C(=C(C(=C@19F)F)CH3)F)F)(CH3)CH3)Cl
