# SMILES,CAS,logS
O=C(O)CN1c2c(SC1=O)cccc2Cl	3813-05-6	-2.61
[O-][S+2]([O-])(Nc1cc(o[nH0]1)C)c1ccc(cc1)N	723-46-6	-2.62
O=C(N)OCCCCCCC	4248-20-8	-2.62
[O-][S+2]1([O-])NCNc2c1cc(c(c2)Cl)[S+2]([O-])(N)[O-]	58-93-5	-2.62
O1CC(C2C1C(CO2)O[N+]([O-])=O)O[N+]([O-])=O	87-33-2	-2.63
CCC(=O)c1ccc(cc1)N	70-69-9	-2.63
CCCC(C)Cl	625-29-6	-2.63
C1CCCC1	287-92-3	-2.64
CN(C)CCN(Cc1ccccc1)c1cccc[nH0]1	91-81-6	-2.64
s1c(CN(CCN(C)C)c2cccc[nH0]2)ccc1	91-80-5	-2.64
O=C(O)Cc1cccc2ccccc12	86-87-3	-2.65
O=C1N(C(C)C)[S+2](Nc2c1cccc2)([O-])[O-]	25057-89-0	-2.68
C=CCCC=C	592-42-7	-2.68
CCCC=C	109-67-1	-2.68
[nH0]1c2c(ccc3c2ccc[nH0]3)ccc1	230-46-6	-2.68
O=C(C)Nc1ccc(cc1)[N+]([O-])=O	104-04-1	-2.69
CC(C(C)(C)Cl)Cl	507-45-9	-2.69
CC(C(C)Cl)Cl	7581-97-7	-2.70
c1c(c2ccc(N)cc2)ccc(c1)N	92-87-5	-2.70
NCCCCCCCCCCC(=O)O	2432-99-7	-2.70
O=C(CCCCCC)OCC	106-30-9	-2.71
CCN(CCOC(c1ccc(cc1)OCC)=O)CC	94-23-5	-2.71
c1c(O)ccc(c1)C(=O)OCCCC	94-26-8	-2.72
O=C(O)c1ccccc1I	88-67-5	-2.73
ClCC(N(C(C)COC)c1c(C)cccc1CC)=O	51218-45-2	-2.73
ClCCCCC	543-59-9	-2.73
O=C1C(C)(C=2CCCCC2)C(N(C)C(N1)=O)=O	56-29-1	-2.74
O=C(CCCCCCCC)O	112-05-0	-2.75
OC(=O)c1c(c(c(c([nH0]1)Cl)Cl)N)Cl	1918-02-1	-2.75
C1C2CC(C(c3cc[nH0]c4ccc(cc34)OC)O)N(C1)CC2C=C	130-95-0	-2.76
[nH0]1c2C(=S)NC=Nc2[nH0]cc1	65882-61-3	-2.77
c1c2c(c[nH0]c3c2cccc3)ccc1	229-87-8	-2.78
Cc1c(Cl)c(C)cc(c1)O	88-04-0	-2.80
c1c(C)c(C)ccc1	95-47-6	-2.80
c1[nH0](CC(=O)NCc2ccccc2)c([N+]([O-])=O)[nH0]c1	22994-85-0	-2.81
O=C1N(C)C(N(O1)c1ccc(c(Cl)c1)Cl)=O	20354-26-1	-2.82
c1c(C)cc(cc1)C	108-38-3	-2.82
c1cccc2C34CC5C(C6CC(C3N(C)c12)N5C(C6CC)O)C4O	4360-12-7	-2.82
[O-][S+2]([O-])(c1ccc(cc1)N)c1ccc(cc1)N	80-08-0	-2.82
O=C(C)Nc1ccc(cc1)Cl	539-03-7	-2.84
c1c(C)[nH0]c([nH0]c1)N[S+2]([O-])(c1ccc(cc1)N)[O-]	127-79-7	-2.85
[nH0]1c(N)[nH0]cc(Cc2cc(c(c(c2)OC)OC)OC)c1N	738-70-5	-2.86
c1c(CC(C(O)=O)N)cc(c(c1I)O)I	66-02-4	-2.86
NC(C1=C(C(C2C(C3C(C)c4cccc(c4C(C3=C(C2(C1=O)O)O)=O)O)O)N(C)C)O)=O	564-25-0	-2.87
c1c(N2C(=O)C(=C(C=N2)N)Cl)cccc1	1698-60-8	-2.87
CN(C)C1C2CC3C(=C(C2(C(C(=C1O)C(N)=O)=O)O)O)C(c1c(C3(C)O)c(ccc1O)Cl)=O	57-62-5	-2.88
c1c(NC(=O)N(C)C)ccc(c1)Cl	150-68-5	-2.89
BrCCC(C)C	107-82-4	-2.89
[O-][S+2]([O-])(Nc1c(c([nH0]o1)C)C)c1ccc(cc1)N	127-69-5	-2.91
c1c(O)c2cccc(c2cc1)O	83-56-7	-2.92
c1c(CC=C)ccc(c1)OC	140-67-0	-2.92
O=C(N)c1ccccc1C(N)=O	88-96-0	-2.92
c1c(NC(=O)N(C)C)cc(cc1)OC(NC(C)(C)C)=O	4849-32-5	-2.93
Oc1ccc2Oc3c(C(=O)c2c1)c(cc(c3)OC)O	437-50-3	-2.93
ICCCC	542-69-8	-2.96
[nH0]1c(OC)cc([nH0]c1OC)N[S+2]([O-])(c1ccc(cc1)N)[O-]	122-11-2	-2.96
c1c(C(C(=O)N(C)C)c2ccccc2)cccc1	957-51-7	-2.98
c1c(C=CC(=O)OCC)cccc1	103-36-6	-3.00
c1c(NC(=O)CC)cc(c(c1)Cl)Cl	709-98-8	-3.00
O=C1NC(=O)NC(C1(C=1CCCCCC1)CC)=O	509-86-4	-3.00
OCCCCCCCCC	143-08-8	-3.01
CN(C)C(NC1CC2CC1C1CCCC12)=O	28805-78-9	-3.01
CCCCCC#C	628-71-7	-3.01
Cc1c(CCCC)c(O)[nH0]c([nH0]1)NCC	23947-60-6	-3.02
CCN(CC)c1ccccc1	91-66-7	-3.03
CC(c1ccc(CC(C)C)cc1)C(NO)=O	53648-05-8	-3.04
[nH0]1c(NC(C)C)[nH0]c(NCC)[nH0]c1SC	834-12-8	-3.04
[O-][S+2]1([O-])NC=Nc2c1cc(c(c2)Cl)[S+2]([O-])(N)[O-]	58-94-6	-3.05
[O-][S+2]([O-])(NC(NCCCC)=O)c1ccccc1	3149-00-6	-3.05
c1c(Cl)c(Cl)ccc1	95-50-1	-3.05
C1C2CCN(CC2C=C)C1C(c1cc[nH0]c2ccccc12)O	485-71-2	-3.07
CCCCCBr	110-53-2	-3.07
O=C1C(=C(c2c(O)cc(cc2)O)Oc2c1c(cc(c2)O)O)O	480-16-0	-3.08
c1cccc2c(cc[nH0]c12)C(C1CC2CCN1CC2C=C)O	118-10-5	-3.09
O=C1C=CC2(C)CCC3C(C)C(=O)OC3C2=C1C	481-06-1	-3.09
c1c(CC)ccc(c1)C	622-96-8	-3.11
C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)CCC1=O)=O)(C(CO)=O)O	53-06-5	-3.11
CCCCCCCl	544-10-5	-3.12
O=C1C=2C(CC3C(C(=C(C(C3(C2O)O)=O)C(N)=O)O)N(C)C)C(C)(c2cccc(c21)O)O	60-54-8	-3.12
CCCCN(CCCC)CCCC	102-82-9	-3.12
ClC(C(Cl)(F)F)(F)F	76-14-2	-3.12
C=CCOC(=O)c1ccccc1C(=O)OCC=C	131-17-9	-3.13
c1c(C=CC)ccc(c1)OC	104-46-1	-3.13
c1c(F)ccc(c1)I	352-34-1	-3.13
O=C1C(=C(C(C2C(C3C(=C(C21O)O)C(c1c(cccc1O)C3(C)O)=O)O)N(C)C)O)C(N)=O	79-57-2	-3.14
BrC(Br)(Br)Br	558-13-4	-3.14
O1c2cc3CCN(C)C(c3c(c2OC1)OC)C1c2ccc(c(c2C(=O)O1)OC)OC	128-62-1	-3.14
c1c(NC(=O)C2=C(OCCS2)C)cccc1	5234-68-4	-3.14
[nH0]1c(Cl)[nH0]c([nH0]c1NCC)NC(C)(C)C#N	21725-46-2	-3.15
c1c(NC(=O)Nc2ccccc2)cccc1	102-07-8	-3.15
c1c(OC(=O)c2ccccc2O)cccc1	118-55-8	-3.15
CCN(CC)CCNC(c1cc(c(cc1OC)N)Cl)=O	364-62-5	-3.18
s1c(S)[nH0]c2ccccc21	149-30-4	-3.18
CCCCC	109-66-0	-3.18
Cc1c(C)c(C)ccc1	526-73-8	-3.20
c1c(Br)cc(cc1)Cl	108-37-2	-3.21
Cc1c(CC)cccc1	611-14-3	-3.21
c1c(C(C(=O)O)c2ccccc2)cccc1	117-34-0	-3.22
IC=CI	590-27-2	-3.22
CCCCC=C	592-41-6	-3.23
Clc1c(Cl)cc(cc1)N	95-76-1	-3.24
O=C(C)Nc1cc(c(cc1C)C)N[S+2]([O-])(C(F)(F)F)[O-]	53780-34-0	-3.24
O=C(C)Nc1ccc(cc1)I	622-50-4	-3.25
ClCC(=O)N(c1c(cccc1CC)CC)COC	15972-60-8	-3.26
CCCCCOC(=O)c1ccc(cc1)N	13110-37-7	-3.26
O=C(OC)c1cc(cc(c1Cl)N)Cl	7286-84-2	-3.26
Nc1ccc(C(=O)OCCNCCCCC)cc1	2188-67-2	-3.27
OC(=O)c1cccc(c1)I	618-51-9	-3.27
C1C(C)=CCCC1	591-49-1	-3.27
c1c(C(C)C)cccc1	98-82-8	-3.27
c1c(OC)[nH0][nH0]c(c1)N[S+2]([O-])(c1ccc(cc1)N)[O-]	80-35-3	-3.28
c1c(OC(=O)NC)c2ccccc2cc1	63-25-2	-3.28
C1C(C)CCC1	96-37-7	-3.30
o1c(C)c(cc1)C(Nc1ccccc1)=O	24691-80-3	-3.30
OC(=O)c1cc(cc(c1O)I)I	133-91-5	-3.31
OC(=O)c1ccc(cc1)Cl	74-11-3	-3.31
O=C(C)CCCCCCCC	693-54-9	-3.31
Cc1c(C)cc(C)cc1	95-63-6	-3.31
c1cccc2C34CCN5CC=6C(CC35)C3C4N(c12)C(CC3OCC6)=O	57-24-9	-3.32
Oc1c(Br)cc(cc1Br)C#N	1689-84-5	-3.33
[S-][P+](OCC)(OCC)N1C(c2c(C1=O)cccc2)=O	5131-24-8	-3.35
c1c2c(ccc3c2ccc[nH0]3)ccc1	85-02-9	-3.36
O=C1C(CC)(C(C)CCC)C(NC(N1)=S)=O	76-75-5	-3.36
C1C2CC(C3C(CC(C4(C)C(CCC34)C(C)CCC(O)=O)O)C2(C)CCC1O)O	81-25-4	-3.37
O=C1C(=CN(CC)c2c1ccc([nH0]2)C)C(O)=O	389-08-2	-3.37
C=CC1C2CCN(C1)C(C2)C(c1cc[nH0]c2ccc(cc12)OC)O	56-54-2	-3.37
c1c(CCC)cccc1	103-65-1	-3.37
[nH0]1c[nH0]c[nH0]1CC(c1ccc(cc1)F)(c1ccccc1F)O	76674-21-0	-3.37
O=C(CCCCCCC)OC	111-11-5	-3.39
CCN(C(=S)SCC(=C)Cl)CC	95-06-7	-3.39
CCCCNC(=O)N[S+2]([O-])(c1ccc(cc1)C)[O-]	64-77-7	-3.39
c1c2COc3c(C(=CCCN(C)C)c2ccc1)cccc3	1668-19-5	-3.40
C=CCCCCCCCCC(=O)O	112-38-9	-3.40
c1c(C)cc(cc1C)C	108-67-8	-3.40
[O-][S+2](C)([O-])Oc1ccc2c(c1)C(C)(C)C(OCC)O2	26225-79-6	-3.42
C1=C2CCC3C4CCC(C4(C)CC(C3(C2(C)CCC1=O)F)O)(C(CO)=O)O	127-31-1	-3.43
CN(C(=O)Nc1cccc(c1)C(F)(F)F)C	2164-17-2	-3.43
O=C(CCCCCCCCC)O	334-48-5	-3.44
O=C1C(CC=C)(C(C)CCC)C(NC(N1)=S)=O	77-27-0	-3.46
CC12CC(C3C(CCC4=CC(CCC34C)=O)C1CCC2=O)=O	382-45-6	-3.48
CCCCOC(=O)c1ccccc1	136-60-7	-3.48
c1c(O)ccc(c1)c1ccccc1	92-69-3	-3.48
Brc1c(Br)cccc1	583-53-9	-3.50
[O-][S+2]([O-])(Nc1[nH0]ccc[nH0]1)c1ccc(cc1)N	68-35-9	-3.51
c1c(Nc2ccccc2)cccc1	122-39-4	-3.51
C1CCCCCC1	291-64-5	-3.52
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C	330-55-2	-3.52
c1c(C)cc(cc1)Br	591-17-3	-3.52
Clc1c(C)cccc1	95-49-8	-3.52
[O-][N+](=O)c1cccc2c1cccc2	86-57-7	-3.54
CCC(C)(C)C	75-83-2	-3.55
CC(C(N(CC)CC)=O)Oc1cccc2ccccc12	15299-99-7	-3.57
[O-][S+2]([O-])(N(c1c(C)c(C)[nH0]o1)C(C)=O)c1ccc(cc1)N	80-74-0	-3.59
[O-][S+2]1(c2cc(c(cc2NC(Cc2ccccc2)N1)C(F)(F)F)[S+2](N)([O-])[O-])[O-]	73-48-3	-3.59
c1c(Cl)c(Cl)cc(c1)Cl	120-82-1	-3.59
c1c(NC(=O)c2ccccc2O)cccc1	87-17-2	-3.59
c1c2ccccc2ccc1	91-20-3	-3.60
OC1C(Nc2ccc(cc2C(c2ccccc2Cl)=N1)Cl)=O	846-49-1	-3.60
Ic1c(O)c(I)cc(c1)C#N	1689-83-4	-3.61
c1cc(ccc1OC(C(C(C)(C)C)=O)[nH0]1c[nH0]c[nH0]1)Cl	43121-43-3	-3.61
OCCCCCCCCCC	112-30-1	-3.63
c1c(Br)ccc(c1)Cl	106-39-8	-3.63
C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)O	50-02-2	-3.64
CC12CCC3C(C2CCC1C(C)CCC(O)=O)C(CC1CC(CCC13C)O)O	474-25-9	-3.64
c1c2CCc3c(N(CCCNC)c2ccc1)cccc3	50-47-5	-3.66
CCCCCCC#C	629-05-0	-3.66
ClC(C(Cl)(Cl)Cl)(Cl)Cl	67-72-1	-3.67
O=C(CCCOc1c(Cl)cc(cc1)Cl)O	94-82-6	-3.67
Cc1cc2c(cc1C)N(CC(C(C(CO)O)O)O)C=1C(C(NC(N1)=O)=O)=N2	83-88-5	-3.68
[O-][S+2]([O-])(NC(NN1CCCCCC1)=O)c1ccc(cc1)C	1156-19-0	-3.68
C1=C2CCC3C4CC(C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)O)O	124-94-7	-3.69
O=C1CCC2(C)C3CCC4(C)C(CCC4=O)C3CCC2=C1	63-05-8	-3.69
c1c(cccc1C(c1ccccc1)=O)C(C)C(O)=O	22071-15-4	-3.70
[O-][S+2]([O-])(Nc1c[nH0]cc[nH0]1)c1ccc(cc1)N	116-44-9	-3.70
C1C(N(C(=O)CC)c2ccccc2)(CCN(C1)CCc1cccs1)COC	56030-54-7	-3.71
O=C1C(CCCC)C(N(c2ccc(cc2)O)N1c1ccccc1)=O	129-20-4	-3.73
CCCC(C)C	107-83-5	-3.74
c1c(CC)ccc(c1)CC	105-05-5	-3.75
c1c(N(N=O)c2ccccc2)cccc1	86-30-6	-3.75
c1cc(ccc1CC(C(=O)OC)Cl)Cl	14437-17-3	-3.77
c1c(C)cc2c(cccc2)c1	91-57-6	-3.77
O=C1c2cc(c(cc2NC(C)N1c1ccccc1C)Cl)[S+2](N)([O-])[O-]	17560-51-9	-3.78
O=C(Nc1c(C)cccc1C)c1cc(c(cc1O)Cl)[S+2]([O-])(N)[O-]	14293-44-8	-3.79
CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O	2011-67-8	-3.80
c1c(OCC)ccc2c1sc([nH0]2)[S+2]([O-])(N)[O-]	452-35-7	-3.81
O=C1C(C(=O)N(c2ccccc2)N1c1ccccc1)CCCC	50-33-9	-3.81
CCCCCCBr	111-25-1	-3.81
OC1CC2C3CCC(C(C)CCC(O)=O)C3(C)CCC2C2(C)CCC(CC12)O	83-49-8	-3.82
CCN(CCOC(c1ccc(cc1)OCCCC)=O)CC	#3772-43-8	-3.84
c1ccccc1C(C)CC	135-98-8	-3.89
c1c(Cl)c2ccccc2cc1	90-13-1	-3.93
O=C(OCCCCCC)c1ccc(cc1)N	13476-55-6	-3.95
Oc1c(Cc2c(O)ccc(c2)Cl)cc(cc1)Cl	97-23-4	-3.95
c1c2cccc3C=Cc(c23)cc1	208-96-8	-3.96
c1cc(cc2CCC3C(CCC4(C)C3CCC4=O)c12)O	53-16-7	-3.96
c1c(C)c2ccc3c(c2[nH0]c1)[nH0]ccc3C	3248-05-3	-3.97
c1c2Sc3c(N(CCCN4CCC(O)CC4)c2cc(c1)C#N)cccc3	2622-26-6	-3.98
CC(C)Cc1ccc(cc1)C(C)C(O)=O	15687-27-1	-3.99
[nH0]1c(NC(C)(C)C)[nH0]c([nH0]c1NCC)SC	886-50-0	-4.00
C1CC(CC=C1C)C(C)=C	5989-27-5	-4.00
COc1c(O)c(Cl)c(c(c1Cl)Cl)Cl	2539-17-5	-4.02
c1c(N2C(=O)C(=C(C=N2)NC)Cl)cc(cc1)C(F)(F)F	27314-13-2	-4.04
[nH0]1c(NCC)[nH0]c(N(CC)CC)[nH0]c1Cl	1912-26-1	-4.06
CC(N(C(=O)SCC(=CCl)Cl)C(C)C)C	2303-16-4	-4.08
c1c(Cl)cc2c([nH0]3c(CN=C2c2ccccc2Cl)[nH0][nH0]c3C)c1	28911-01-5	-4.08
O=C(CCCCCCCCC)OCC	110-38-3	-4.10
O=C1C=CC2(C)C(C(C)CC3C4CCC(C4(C)CC(C23F)O)(C(C)=O)O)=C1	426-13-1	-4.10
CC1CCCCC1NC(Nc1ccccc1)=O	1982-49-6	-4.11
CC(C(=O)C1C(c2ccccc2C1=O)=O)(C)C	83-26-1	-4.11
c1c(CC(C)C)cccc1	538-93-2	-4.12
C1CC2(C)C(CCC2=O)C2CC=C3CC(CCC3(C)C12)O	53-43-0	-4.12
c1c(C)c2ccccc2c(c1)C	571-58-4	-4.14
c1c(Cl)cc2c(cccc2)c1	91-58-7	-4.14
CCC(C)(C)c1ccccc1	2049-95-8	-4.15
c1c2Sc3c(N(CCCN4CCN(CCO)CC4)c2ccc1)cc(cc3)C(F)(F)F	69-23-8	-4.15
c1c(OC)ccc(c1)Oc1ccc(cc1)NC(N(C)C)=O	14214-32-5	-4.16
c1c2ccc(cc2ccc1OC)C(C)C(O)=O	22204-53-1	-4.16
Cc1c(CCCC)c(O[S+2]([O-])(N(C)C)[O-])[nH0]c([nH0]1)NCC	41483-43-6	-4.16
C1N(CCCN2c3cc(Cl)ccc3Sc3ccccc23)CCN(C1)CCO	58-39-9	-4.16
C1CC2(C)C(CCC2=O)C2CCC3CC(CCC3(C)C12)O	481-29-8	-4.16
c1c(CC)c2ccccc2cc1	1127-76-0	-4.17
c1c(cccc1)Cc1ccccc1	101-81-5	-4.17
c1cccc2c1c1ccc(cc1C2(C(=O)OC)O)Cl	2536-31-4	-4.18
c1c2CCc3c(N(CCCN(C)C)c2ccc1)cccc3	50-49-7	-4.19
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	23184-66-9	-4.19
O=CNC(C(Cl)(Cl)Cl)N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O	26644-46-2	-4.19
CC(C)O[P+]([S-])(OC(C)C)SCCN[S+2]([O-])(c1ccccc1)[O-]	741-58-2	-4.20
[O-][S+2]([O-])(NC(NC1CCCCC1)=O)c1ccc(cc1)C	664-95-9	-4.21
c1c(NC(=O)c2ccccc2I)cccc1	15310-01-7	-4.21
c1cccc2c1Sc1ccc(cc1N2CC(C)CN(C)C)OC	60-99-1	-4.22
c1c(N)c2cc3c(cccc3)[nH0]c2cc1	578-06-3	-4.22
CCSCCS[P+]([S-])(OCC)OCC	298-04-4	-4.23
CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C	2655-19-8	-4.24
Clc1c(C#N)c(ccc1)Cl	1194-65-6	-4.24
CCCCCCCC#C	3452-09-3	-4.24
C1C(CC)CCCC1	1678-91-7	-4.25
CC(CC(C)C)C	108-08-7	-4.26
C1CCCC(C)C1C	2207-01-4	-4.27
c1c(C)c2ccccc2cc1C	575-41-7	-4.29
O=C(C)OCC(C1(CCC2C3CCC4=CC(CCC4(C)C3C(CC12C)O)=O)O)=O	50-03-3	-4.30
CC(=CCc1c2OC(=O)C=Cc2ccc1OC)C	484-12-8	-4.31
CCCCCCCCCCCCCCC(=O)O	1002-84-2	-4.31
c1c(cccc1)c1ccccc1	92-52-4	-4.31
CC1CCCCC1C	6876-23-9	-4.33
c12c(Br)cccc1cccc2	90-11-9	-4.35
O=C(CCC(C)C1CCC2C3CC(C4CC(CCC4(C)C3CC(C12C)O)O)O)O	547-75-1	-4.35
c1c(O)ccc(c1)C(CC)=C(CC)c1ccc(cc1)O	56-53-1	-4.35
c1c(Nc2c(C(=O)O)cccc2)cc(cc1)C(F)(F)F	530-78-9	-4.36
C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)C=CC1=O)O)(C(COC(C)=O)=O)O	52-21-1	-4.37
c1c(NC(=O)OCC#CCCl)cccc1Cl	101-27-9	-4.37
C1C2CCC3C(CCC4(C)C3CCC4=O)C2(C)CCC1O	53-41-8	-4.40
c1c(Br)cc2c(cccc2)c1	580-13-2	-4.40
C1N(CCCN2c3cc(Cl)ccc3Sc3ccccc23)CCN(C1)C	58-38-8	-4.40
O=C(c1c(C(=O)OCCCC)cccc1)OCCCC	84-74-2	-4.40
C1=C2CCC3C4CCC(C4(C)CCC3C2(C)CCC1=O)C(C)=O	57-83-0	-4.43
[nH0]1c(NC(C)C)[nH0]c(NC(C)C)[nH0]c1Cl	139-40-2	-4.43
c1c(C=2C(=O)C(c3cccc(c3)C(F)(F)F)=CN(C2)C)cccc1	59756-60-4	-4.44
C=CCCCCCC	111-66-0	-4.44
c1c(cccc1)N=Nc1ccccc1	103-33-3	-4.45
O=C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(C)=O	853-23-6	-4.46
c1c(Oc2c(Cl)cc(cc2)Cl)c(O)cc(c1)Cl	3380-34-5	-4.46
C1C(C)CCC(C)C1	589-90-2	-4.47
c1ccccc1c1ccc(C(C)C(O)=O)cc1F	5104-49-4	-4.49
Brc1c(Br)cc(cc1)Br	615-54-3	-4.50
ClC1C(Cl)C(C(C(C1Cl)Cl)Cl)Cl	319-86-8	-4.51
CCCCCCC	142-82-5	-4.53
c1c(c2c(Cl)cccc2)cccc1	2051-60-7	-4.54
[nH0]1c(NCC)[nH0]c(NCC)[nH0]c1Cl	122-34-9	-4.55
Clc1c(Cl)c(ccc1Cl)Cl	634-66-2	-4.57
C1=C2CCC3C(CCC4(C)C3CCC4(C#C)O)C2CCC1=O	68-22-4	-4.57
O=C(OCCCCCCC)c1ccc(cc1)N	14309-40-1	-4.60
c1c2cccc(N=C=S)c2ccc1	551-06-4	-4.60
c1c2oc3c(cccc3)c2ccc1	132-64-9	-4.60
O=C1c2c(cc(c(c2OC21C(C)CC(C=C2OC)=O)Cl)OC)OC	126-07-8	-4.61
O=C(c1ccc(Cl)cc1)[nH0]1c(C)c(CC(O)=O)c2cc(ccc12)OC	53-86-1	-4.62
O=C(CCCCCCCCCCC)O	143-07-7	-4.62
O=C(CCCCCCCCC)OC	110-42-9	-4.63
Clc1c(Cl)c(cc(c1)Cl)Cl	634-90-2	-4.63
c1c2c3c(ccc2)CCc3cc1	83-32-9	-4.63
c1c(CCCCC)cccc1	538-68-1	-4.64
CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C	84-69-5	-4.66
OCCCCCCCCCCCC	112-53-8	-4.67
O=C(CCCCCCCCCCC)OC	111-82-0	-4.69
O=C(C)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2ccc(cc12)Cl	84-06-0	-4.70
Clc1c(NC(=O)c2cc(ccc2O)Cl)ccc(c1)[N+]([O-])=O	50-65-7	-4.70
C1=C2CCC3C(CCC4(C)C3CCC4(C(C)=O)O)C2(C)CCC1=O	68-96-2	-4.71
C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)OC(CCCC)=O	2152-44-5	-4.71
C1C(CCC)CCC1	2040-96-2	-4.74
c1cccc2c1N(CC1CCCN(C)C1)c1ccccc1S2	60-89-9	-4.74
c1c(C)c2cccc(c2cc1)C	571-61-9	-4.74
CCCCN(C(=O)Nc1ccc(c(c1)Cl)Cl)C	555-37-3	-4.77
ICCCCCCC	4282-40-0	-4.81
Cc1cccc(Oc2cccc(C)c2)c1	28299-41-4	-4.85
CCN(C(=S)SSC(N(CC)CC)=S)CC	97-77-8	-4.86
c1c(Cl)cccc1c1ccccc1	2051-61-8	-4.88
C1=C2CCC3C4CC(C)C(C4(C)CC(C3(C2(C)C=CC1=O)F)O)(C(CO)=O)OC(C)=O	1177-87-3	-4.90
c1c2Cc3c(c2ccc1)cccc3	86-73-7	-4.91
Nc1c(Cl)cc(cc1)c1ccc(c(c1)Cl)N	91-94-1	-4.92
Cc1ccc(C)c2c1c(ccc2)C	2131-41-1	-4.92
CC(C)OC(C(c1ccc(cc1)Br)(c1ccc(cc1)Br)O)=O	18181-80-1	-4.93
CC=C(C(=CC)c1ccc(cc1)O)c1ccc(cc1)O	84-17-3	-4.95
O=C1C=CC2(C)C3CCC4(C)C(CCC4(C(C)=O)OC(C)=O)C3C=C(C2=C1)Cl	13698-49-2	-4.95
c1c2[nH]c3c(cccc3)c2ccc1	86-74-8	-4.97
c12c(Cl)cc(c(c1[nH0]s[nH0]2)Cl)Cl	1982-55-4	-4.98
c1c2Sc3c(N(CCCN(C)C)c2ccc1)cc(cc3)Cl	50-53-3	-5.01
O=C1C(=C(C(=O)c2ccccc21)NC(C(Cl)Cl)=O)Cl	27541-88-4	-5.03
Brc1c(Br)c(Br)ccc1	608-21-9	-5.04
CCCCCCCC=C	124-11-8	-5.05
BrCCCCCCCC	111-83-1	-5.06
O=C(O)CCC(c1ccc(cc1)c1ccccc1)=O	36330-85-5	-5.06
Clc1ccc(OC)c(c1)C(NCCc1ccc(cc1)[S+2]([O-])(NC(NC1CCCCC1)=O)[O-])=O	10238-21-8	-5.09
CCCCS[P+]([O-])(SCCCC)SCCCC	78-48-8	-5.14
C1C2CC(C3C(CC(C4(C)C(CCC34)C(C)CCC(NCC(O)=O)=O)O)C2(C)CCC1O)O	475-31-0	-5.15
c1c(N)cc2c(cc3c(c2)cccc3)c1	613-13-8	-5.17
ClC1(Cl)C(=C(C(Cl)=C1Cl)Cl)Cl	77-47-4	-5.18
CC(C)(CCCC(C)CC=CC(C)=CC(=O)OC(C)C)OC	40596-69-8	-5.19
O=C1c2c(C(=O)c3ccccc31)cccc2	84-65-1	-5.19
c1c(c2c(Cl)cccc2Cl)cccc1	33146-45-1	-5.21
Ic1cc(ccc1O)Oc1c(cc(CC(C(O)=O)N)cc1I)I	6893-02-3	-5.22
c1c(C)c2Cc3c(cccc3)c2cc1	1730-37-6	-5.22
CCCCCCCC	111-65-9	-5.24
c1c(c2c(Cl)cc(cc2)Cl)cccc1	33284-50-3	-5.25
O=C(C)C1(C)CCC2C3C=C(C)C4=CC(CCC4(C)C3CCC12C)=O	977-79-7	-5.27
Clc1c(c2c(Cl)cccc2)cccc1	13029-08-8	-5.27
c1cc2C3CCC4(C)C(CCC4=O)C3=CCc2cc1O	474-86-2	-5.28
c1c(c2c(Cl)cccc2)ccc(c1)Cl	34883-43-7	-5.28
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F	146-54-3	-5.30
O1c2ccccc2Oc2c1cccc2	262-12-4	-5.31
CCCCCCCCCCCCCC(=O)O	544-63-8	-5.33
O=C(C)OC1(CCC2C3C=C(C)C4=CC(CCC4(C)C3CCC12C)=O)C(C)=O	595-33-5	-5.35
C1=C2CCC3C(CCC4(C)C3CCC4OC(CC)=O)C2(C)CCC1=O	57-85-2	-5.37
CCCCCCCCOC(=O)c1ccc(cc1)N	14309-41-2	-5.40
c1c(c2ccc3c([nH0]2)cccc3)[nH0]c2c(cccc2)c1	119-91-5	-5.40
O=C1C2CC=CCC2C(N1SC(C(Cl)Cl)(Cl)Cl)=O	2939-80-2	-5.40
CC12CC3C(CC1CCC1C2CCC2(C)C1CCC2O)S3	2363-58-8	-5.41
Clc1c(Cl)c2c(c(c1Cl)Cl)[nH0]cc[nH0]2	3495-42-9	-5.43
c1c(Cl)c(Oc2ccc(cc2)[N+]([O-])=O)ccc1Cl	1836-75-5	-5.46
[O-][N+](c1c(N)c(cc(c1N(CC)CC)[N+]([O-])=O)C(F)(F)F)=O	29091-05-2	-5.47
Cc1c(N=CN(C)C=Nc2ccc(C)cc2C)ccc(C)c1	33089-61-1	-5.47
